LONGITUDE,LATITUDE,Date,AStreet,BStreet,FatalInjuries,MajorInjuries,Involving,Nearest_Intersection,SPD,LEN,ACC,VOL,F85th,LOCAL,F50th
-121.8486271,37.3456072,2016-02-09T07:20:00.000Z,KING RD,VIRGINIA PL,0,1,2,KING RD & VIRGINIA PL,35,4000,43,11400,37,0,34
-121.8306356,37.23810282,2016-02-29T12:25:00.000Z,SHAWCROFT DR,SNELL AV,1,0,0,SHAWCROFT DR & SNELL AV,40,5320,37,14250,42.5,0,38.5
-121.8617958,37.34554119,2016-02-26T16:19:00.000Z,SAN ANTONIO ST,TWENTY EIGHTH ST,0,1,1,SAN ANTONIO ST & TWENTY EIGHTH ST,35,4000,43,11400,37,0,34
-121.8868036,37.26447066,2016-02-28T02:48:00.000Z,ADOBE CT,CHERRY AV,0,1,0,ADOBE CT & CHERRY AV,35,13450,54,7200,37.3,0,33.3
-121.8815845,37.38274634,2016-01-17T19:54:00.000Z,LUNDY AV,TOWNSEND AV,0,1,1,LUNDY AV & TOWNSEND AV,25,2250,9,2600,33.6,1,25
-121.8959649,37.35691517,2016-01-27T17:28:00.000Z,EIGHTH ST,HEDDING ST,0,1,0,EIGHTH ST & HEDDING ST,35,3700,10,11750,39,0,34.5
-121.8308719,37.25315376,2016-04-16T00:07:00.000Z,GIUFFRIDA AV,SNELL AV,1,0,1,260' south of GIUFFRIDA AV & SNELL AV,30,2700,11,1600,31,0,26.5
-121.9382503,37.32704831,2016-01-22T21:35:00.000Z,CIRO AV,FOREST AV,0,1,1,92' west of CIRO AV & FOREST AV,35,3800,14,6050,36.5,0,33
-121.8569823,37.37521288,2016-01-28T08:44:00.000Z,LAVA WY,MABURY RD,0,1,1,LAVA WY & MABURY RD,35,3040,12,18600,38,0,35
-121.9223341,37.26175374,2016-03-04T02:47:00.000Z,CAMDEN AV,LEIGH AV,1,0,0,CAMDEN AV & LEIGH AV,25,6973,14,1900,30.7,0,27.3
-121.8302957,37.32929211,2016-03-07T10:57:00.000Z,BERMUDA WY,CUNNINGHAM AV,0,1,0,BERMUDA WY & CUNNINGHAM AV,35,3520,9,4100,38.5,0,35
-121.9137599,37.32349381,2016-02-28T21:19:00.000Z,MERIDIAN AV,SAN CARLOS ST,0,2,0,MERIDIAN AV & SAN CARLOS ST,35,8400,107,29250,38,0,34.5
-121.8437737,37.38282912,2016-03-06T00:47:00.000Z,MABURY RD,ROYAL GLEN DR,0,1,1,MABURY RD & ROYAL GLEN DR,35,3400,16,10250,39,0,36
-122.0322574,37.30301928,2016-02-25T19:05:00.000Z,BARK LN,DE ANZA BL,1,0,1,107' north of BARK LN & DE ANZA BL,35,7900,21,3675,38,0,34
-121.8652592,37.31376245,2016-03-08T16:25:00.000Z,PHELAN AV,SEVENTH ST,0,1,2,300' north of PHELAN AV & SEVENTH ST,25,4830,19,7950,29.5,0,26.5
-121.8690844,37.29838356,2015-12-18T22:00:00.000Z,CURTNER AV,STONE AV,0,1,0,CURTNER AV & STONE AV,25,3520,9,3550,30,0,26
-121.8257143,37.25881308,2013-08-10T23:54:00.000Z,CHYNOWETH AV,DEREK DR,2,3,0,CHYNOWETH AV & DEREK DR,40,6000,21,9750,43.5,0,39
-121.8452746,37.27497051,2014-05-16T17:08:00.000Z,CAPITOL EX,ROSENBAUM AV,1,0,1,139' west of CAPITOL EX & ROSENBAUM AV,35,2600,3,3650,37,0,33
-121.7373425,37.26818152,2014-06-03T11:02:00.000Z,HEARTLAND WY,SAN FELIPE RD,1,0,0,350' south of HEARTLAND WY & SAN FELIPE RD,35,5200,4,9250,39,0,35.5
-121.8491063,37.30932616,2013-04-04T05:30:00.000Z,PARROTT ST,SENTER RD,0,1,1,PARROTT ST & SENTER RD,35,4000,12,7150,38,0,34
-121.8749393,37.24261092,2014-04-17T00:06:00.000Z,ALMADEN EX,COLEMAN RD,1,1,0,ALMADEN EX & COLEMAN RD,40,4350,29,21300,44,0,40
-121.8858985,37.27340767,2016-01-23T13:09:00.000Z,HILLSDALE AV,VISTAMONT DR,0,1,0,HILLSDALE AV & VISTAMONT DR,35,1950,14,10100,38,0,34
-121.9767351,37.30092212,2013-04-05T14:19:00.000Z,PAYNE AV,SAN TOMAS RD,0,1,0,PAYNE AV & SAN TOMAS RD,35,9300,20,11050,39,0,35
-121.8716008,37.22211732,2014-06-11T21:05:00.000Z,CAMDEN AV,LITTLE FALLS DR,1,0,0,CAMDEN AV & LITTLE FALLS DR,35,1600,13,15800,36,0,33
-121.882944,37.36612543,2014-06-16T06:54:00.000Z,BERRYESSA RD,COMMERCIAL ST,1,0,0,BERRYESSA RD & COMMERCIAL ST,35,3200,35,24100,36,0,33
-121.9285839,37.354703,2014-05-01T20:39:00.000Z,COLEMAN AV,FMC DRWAY ,1,0,0,276' south of COLEMAN AV & FMC DRWAY ,35,7200,7,14450,41,0,37
-121.8951134,37.37572765,2013-04-13T14:46:00.000Z,BERN CT,OAKLAND RD,0,1,0,100' south of BERN CT & OAKLAND RD,40,1850,1,2050,38,0,34
-121.9975387,37.29241445,2013-04-17T02:25:00.000Z,LAWRENCE EX,PROSPECT RD,0,1,0,LAWRENCE EX & PROSPECT RD,35,5100,35,17650,39,0,36
-121.8466553,37.33725114,2013-04-10T04:30:00.000Z,BAYSHORE FR,STORY RD,0,1,2,BAYSHORE FR & STORY RD,35,8200,197,17650,36.3,0,32.5
-121.8637381,37.3789172,2014-07-15T07:25:00.000Z,JACKSON AV,PORT WY,1,0,1,100' south of JACKSON AV & PORT WY,35,7530,49,15150,38.5,0,35
-121.8356216,37.37511471,2013-04-06T20:33:00.000Z,MCKEE RD,WHITE RD,0,1,0,250' south of MCKEE RD & WHITE RD,35,8200,197,17650,36.3,0,32.5
-121.847667,37.30796347,2013-04-12T21:12:00.000Z,SENTER RD,TULLY RD,0,1,1,SENTER RD & TULLY RD,30,3900,23,6250,32.5,0,29.5
-121.7937117,37.23661227,2014-07-09T02:56:00.000Z,MIYUKI AV,SANTA TERESA BL,1,0,0,MIYUKI AV & SANTA TERESA BL,25,2290,0,500,28,0,24.5
-121.8811707,37.27464511,2013-01-04T05:50:00.000Z,HILLSDALE AV,NEWBERRY DR,0,1,2,HILLSDALE AV & NEWBERRY DR,35,1950,14,10100,38,0,34
-121.8977705,37.33030087,2013-04-14T23:29:00.000Z,DELMAS AV,SAN FERNANDO ST,0,1,1,346' north of DELMAS AV & SAN FERNANDO ST,25,2700,4,1200,27.5,0,24
-121.8836323,37.32685645,2013-01-07T02:46:00.000Z,FIRST ST,REED ST,1,0,0,240' south of FIRST ST & REED ST,20,3250,33,4300,21.5,0,19.5
-121.8406829,37.35554407,2013-04-08T12:15:00.000Z,CAPITOL EX,JACKSON AV,0,1,0,299' west of CAPITOL EX & JACKSON AV,35,8200,196,28850,40.5,0,36.5
-121.9373795,37.25063906,2013-01-02T14:00:00.000Z,DICKENS AV,SAMARITAN DR,0,1,0,DICKENS AV & SAMARITAN DR,35,4250,16,19900,39,0,35
-121.8341514,37.28393095,2013-10-20T01:15:00.000Z,CAPITOL EX,SEVEN TREES BL,1,0,1,175' west of CAPITOL EX & SEVEN TREES BL,35,9700,139,11850,39.5,0,35.5
-121.8148487,37.28023269,2014-07-26T02:17:00.000Z,PALISADE DR,RIVER FALLS DR,1,0,0,67' south of PALISADE DR & RIVER FALLS DR,35,3100,20,6100,37,0,34
-121.8075547,37.2519814,2013-09-06T14:24:00.000Z,BLOSSOM HILL RD,POUGHKEEPSIE RD,1,0,0,576' east of BLOSSOM HILL RD & POUGHKEEPSIE RD,35,1100,22,14800,37,0,33
-121.9046742,37.26794904,2013-04-20T21:58:00.000Z,HILLSDALE AV,MERIDIAN AV,0,2,0,270' west of HILLSDALE AV & MERIDIAN AV,40,2350,20,19700,41.5,0,37.5
-121.810848,37.30713475,2014-06-15T21:30:00.000Z,CAPITOL EX,SILVER CREEK RD,1,0,1,300' east of CAPITOL EX & SILVER CREEK RD,35,3800,57,8600,39,0,35.7
-121.8391195,37.3796997,2013-01-02T18:09:00.000Z,PATT AV,WHITE RD,1,0,1,PATT AV & WHITE RD,35,3400,16,10250,39,0,36
-121.9065865,37.36338547,2013-01-04T17:41:00.000Z,FOURTH ST,GISH RD,0,1,0,517' north of FOURTH ST & GISH RD,25,1865,1,1600,25,0,22
-121.7969704,37.32492272,2013-04-15T01:27:00.000Z,QUIMBY RD,WHITE RD,0,1,1,647' north of QUIMBY RD & WHITE RD,40,9000,27,15200,43.5,0,39
-121.8316537,37.37004076,2013-05-20T21:10:00.000Z,MADELINE DR,WHITE RD,1,0,1,MADELINE DR & WHITE RD,30,2400,11,3500,36,0,30
-121.8718044,37.2778191,2013-06-17T02:01:00.000Z,FOXWORTHY AV,HILLSDALE AV,1,1,0,FOXWORTHY AV & HILLSDALE AV,35,1950,14,10100,38,0,34
-121.8708492,37.31331628,2013-02-26T01:01:00.000Z,BELLEVUE AV,MONTEREY RD,1,0,1,BELLEVUE AV & MONTEREY RD,25,4830,19,7950,29.5,0,26.5
-121.9044956,37.34684062,2013-06-17T15:25:00.000Z,GUADALUPE PW,TAYLOR ST,1,0,2,GUADALUPE PW & TAYLOR ST,35,5300,31,16100,39,1,35.5
-121.8237983,37.2988016,2013-03-05T16:17:00.000Z,CAPITOL EX,TUERS RD,1,0,1,135' east of CAPITOL EX & TUERS RD,30,5000,13,1950,32.5,0,28.5
-121.8800521,37.27801049,2013-09-03T09:36:00.000Z,ALMADEN EX,FOXWORTHY AV,1,0,1,ALMADEN EX & FOXWORTHY AV,30,2400,1,3200,33,0,30
-121.810848,37.30713475,2013-05-20T07:35:00.000Z,CAPITOL EX,SILVER CREEK RD,1,0,2,CAPITOL EX & SILVER CREEK RD,35,3600,46,22900,39,0,34
-121.8419098,37.27693303,2013-06-28T12:55:00.000Z,CAPITOL EX,SNELL AV,1,0,2,CAPITOL EX & SNELL AV,40,2350,18,13750,43,0,39
-121.801923,37.312421,2013-04-01T23:39:00.000Z,ABORN RD,NIEMAN BL,1,0,0,ABORN RD & NIEMAN BL,40,10990,71,25800,43.7,0,39.3
-121.8459306,37.34277067,2013-01-17T19:32:00.000Z,KING RD,SINCLAIR FR,0,1,2,KING RD & SINCLAIR FR,35,8200,197,17650,36.3,0,32.5
-121.8684342,37.31088714,2013-12-20T19:00:00.000Z,BARNARD AV,MONTEREY RD,1,0,1,255' south of BARNARD AV & MONTEREY RD,25,2010,2,1550,28.5,0,23.5
-121.884593,37.32019846,2013-11-24T13:59:00.000Z,OAK ST,VINE ST,1,0,1,OAK ST & VINE ST,30,2000,47,17000,33,0,30
-121.8465874,37.2658688,2013-12-03T18:54:00.000Z,BRANHAM LN,VISTAPARK DR,1,0,2,BRANHAM LN & VISTAPARK DR,35,3350,24,8250,40,0,35
-121.8079332,37.3138211,2013-04-24T21:30:00.000Z,ABORN SQ,CAPITOL EX,0,1,0,274' south of ABORN SQ & CAPITOL EX,40,3300,42,31850,43,0,39.5
-121.862281,37.22165055,2013-07-10T18:10:00.000Z,ALMADEN EX,CAMDEN AV,1,0,1,78' south of ALMADEN EX & CAMDEN AV,35,4550,14,4550,39,0,35
-121.861191,37.3035989,2013-03-26T02:01:00.000Z,CURTNER AV,MONTEREY RD,1,0,0,150' north of CURTNER AV & MONTEREY RD,40,4100,17,9100,39.7,0,36
-121.8755926,37.36271984,2013-09-04T11:21:00.000Z,MABURY RD,TAYLOR ST,1,0,0,MABURY RD & TAYLOR ST,40,6650,32,12400,41.5,0,38
-121.8699826,37.3034615,2013-05-11T20:56:00.000Z,CIMINO AV,LITTLE ORCHARD ST,1,0,1,144' south of CIMINO AV & LITTLE ORCHARD ST,40,4100,17,9100,39.7,0,36
-121.9873193,37.32310067,2014-08-31T20:55:00.000Z,ALBANY DR,STEVENS CREEK BL,1,0,0,ALBANY DR & STEVENS CREEK BL,30,3000,44,15000,37,0,32
-121.8395256,37.29945059,2014-08-18T20:15:00.000Z,OLDHAM WY,SENTER RD,1,0,1,64' south of OLDHAM WY & SENTER RD,40,15150,187,23450,42.8,0,38.5
-121.8116425,37.34789386,2013-07-19T21:43:00.000Z,MT MCKINLEY DR,WHITE RD,1,0,0,MT MCKINLEY DR & WHITE RD,35,4000,25,9400,39,0,34
-121.8430265,37.37008225,2013-01-17T08:00:00.000Z,CAPITOL AV,MCKEE RD,0,1,1,CAPITOL AV & MCKEE RD,35,18700,76,21150,40,0,36
-121.8345964,37.25117468,2013-04-26T23:20:00.000Z,BLOSSOM HILL RD,WEST VALLEY FR,1,0,0,180' east of BLOSSOM HILL RD & WEST VALLEY FR,40,10800,188,37000,47,0,42.5
-121.9085127,37.32102331,2013-06-13T09:43:00.000Z,AUZERAIS AV,LINCOLN AV,1,0,1,AUZERAIS AV & LINCOLN AV,25,5950,34,5250,28.5,0,24.5
-121.8895376,37.24318382,2013-01-24T13:30:00.000Z,BLOSSOM HILL RD,MERIDIAN AV,1,0,1,BLOSSOM HILL RD & MERIDIAN AV,35,8750,30,10800,39.3,0,36
-121.8345964,37.25117468,2013-02-17T23:20:00.000Z,BLOSSOM HILL RD,WEST VALLEY FR,1,0,0,BLOSSOM HILL RD & WEST VALLEY FR,40,10800,188,37000,47,0,42.5
-121.9058717,37.32113309,2013-06-08T17:39:00.000Z,AUZERAIS AV,SUNOL ST,1,0,2,141' north of AUZERAIS AV & SUNOL ST,25,5950,34,5250,28.5,0,24.5
-121.8701071,37.31257391,2013-11-25T22:47:00.000Z,MONTEREY RD,SAN JOSE AV,1,0,1,MONTEREY RD & SAN JOSE AV,25,3000,31,6350,30.5,0,27.5
-121.8490453,37.27072684,2013-05-14T15:24:00.000Z,BLUEFIELD DR,VISTAPARK DR,1,2,1,796' east of BLUEFIELD DR & VISTAPARK DR,35,2600,3,3650,37,0,33
-121.8293151,37.36725298,2013-11-24T19:58:00.000Z,HYLAND AV,WHITE RD,1,0,1,HYLAND AV & WHITE RD,30,2400,11,3500,36,0,30
-121.8665631,37.25041459,2013-10-06T01:50:00.000Z,BLOSSOM HILL RD,WINFIELD BL,1,2,0,BLOSSOM HILL RD & WINFIELD BL,35,1880,1,5550,39,0,35.5
-121.8537958,37.35365137,2013-01-15T17:38:00.000Z,ALUM ROCK AV,EASTGATE AV,0,1,2,ALUM ROCK AV & EASTGATE AV,35,3054,30,29000,41,0,36
-121.8621367,37.39794284,2013-09-04T07:46:00.000Z,GOMES DR,MORRILL AV,1,0,0,GOMES DR & MORRILL AV,30,3550,11,2500,34,1,30
-121.8278604,37.25138032,2013-05-02T20:40:00.000Z,BLOSSOM HILL RD,KEYMAR DR,1,0,1,105' east of BLOSSOM HILL RD & KEYMAR DR,40,10800,188,37000,47,0,42.5
-121.9223341,37.26175374,2013-04-28T14:50:00.000Z,CAMDEN AV,LEIGH AV,0,1,0,CAMDEN AV & LEIGH AV,25,6973,14,1900,30.7,0,27.3
-121.8701071,37.31257391,2013-01-21T18:24:00.000Z,MONTEREY RD,SAN JOSE AV,0,1,1,MONTEREY RD & SAN JOSE AV,25,3000,31,6350,30.5,0,27.5
-121.9059777,37.3148808,2013-01-24T17:54:00.000Z,LINCOLN AV,LONUS ST,0,1,1,185' south of LINCOLN AV & LONUS ST,25,1875,4,5300,27,0,25
-121.8011663,37.23835635,2013-01-23T22:21:00.000Z,CAMINO VERDE DR,INTERNATIONAL CI,0,2,0,159' west of CAMINO VERDE DR & INTERNATIONAL CI,25,3550,10,2900,30,0,27.5
-121.8244148,37.3208015,2014-08-08T14:47:00.000Z,BURDETTE DR,KING RD,1,0,1,261' west of BURDETTE DR & KING RD,35,5400,38,11050,39.3,0,34.7
-121.8486271,37.3456072,2013-01-26T10:40:00.000Z,KING RD,VIRGINIA PL,0,1,1,124' south of KING RD & VIRGINIA PL,35,4000,43,11400,37,0,34
-121.8703833,37.22929885,2014-01-18T02:32:00.000Z,ALMADEN EX,REDMOND AV,1,0,0,ALMADEN EX & REDMOND AV,35,1600,13,15800,36,0,33
-121.8376034,37.37376234,2014-10-31T00:33:00.000Z,FRANCIS DR,MCKEE RD,1,0,1,253' west of FRANCIS DR & MCKEE RD,35,8200,197,17650,36.3,0,32.5
-121.7964151,37.32308712,2013-02-04T13:40:00.000Z,STURLA DR,WHITE RD,0,1,0,115' north of STURLA DR & WHITE RD,40,9000,27,15200,43.5,0,39
-121.8351411,37.2779235,2014-10-30T22:41:00.000Z,MONTEREY RD,SENTER RD,1,0,1,250' north of MONTEREY RD & SENTER RD,35,9700,139,11850,39.5,0,35.5
-121.8172558,37.34179261,2013-02-07T15:10:00.000Z,CAPITOL AV,OCALA AV,0,1,2,CAPITOL AV & OCALA AV,30,2800,7,1500,32.5,0,28
-121.8075547,37.2519814,2014-09-16T01:16:00.000Z,BLOSSOM HILL RD,POUGHKEEPSIE RD,1,0,0,BLOSSOM HILL RD & POUGHKEEPSIE RD,35,1100,22,14800,37,0,33
-121.9135686,37.36700284,2013-09-02T03:18:00.000Z,FIRST ST,SKYPORT DR,2,0,0,FIRST ST & SKYPORT DR,40,2000,20,7500,41,0,36
-121.9080968,37.36898445,2013-10-15T12:02:00.000Z,BAYSHORE FR,OLD BAYSHORE HW,0,1,0,125' east of BAYSHORE FR & OLD BAYSHORE HW,40,2900,11,12650,41,0,37
-121.981115,37.32313437,2013-02-04T20:56:00.000Z,PALACE DR,STEVENS CREEK BL,0,1,2,PALACE DR & STEVENS CREEK BL,30,3000,44,15000,37,0,32
-121.9501309,37.31609336,2013-11-11T08:16:00.000Z,MOORPARK AV,WINCHESTER BL,0,1,2,MOORPARK AV & WINCHESTER BL,40,2800,41,24600,41,0,38
-121.8496134,37.26560409,2014-02-01T02:11:00.000Z,BRANHAM LN,WELLINGTON PARK DR,1,1,0,BRANHAM LN & WELLINGTON PARK DR,35,3350,24,8250,40,0,35
-121.8446173,37.35958425,2013-02-06T19:56:00.000Z,JACKSON AV,LUZ AV,0,1,1,JACKSON AV & LUZ AV,35,7530,49,15150,38.5,0,35
-121.79802,37.35001253,2013-02-15T22:04:00.000Z,MARTEN AV,MT KENYA DR,0,4,0,MARTEN AV & MT KENYA DR,30,2250,5,6600,34,0,29.5
-121.8933384,37.31344108,2013-02-12T16:26:00.000Z,DELMAS AV,SNYDER AV,0,1,0,DELMAS AV & SNYDER AV,25,2700,4,1200,27.5,0,24
-121.8639081,37.35351921,2013-02-13T04:29:00.000Z,ST JAMES ST,THIRTY FIRST ST,0,1,0,258' east of ST JAMES ST & THIRTY FIRST ST,25,5050,51,5150,28.5,0,25
-121.9154698,37.36947755,2013-05-16T16:58:00.000Z,FIRST ST,METRO DR,0,1,0,FIRST ST & METRO DR,30,1080,1,3800,33,0,29
-121.8401606,37.30013353,2014-08-17T21:51:00.000Z,BALFOUR DR,SENTER RD,1,0,2,BALFOUR DR & SENTER RD,40,15150,187,23450,42.8,0,38.5
-121.8407964,37.27576619,2013-01-28T07:09:00.000Z,BARONI AV,SNELL AV,0,1,0,BARONI AV & SNELL AV,40,2350,18,13750,43,0,39
-121.8949732,37.27080122,2013-01-30T00:31:00.000Z,HILLSDALE AV,JARVIS AV,0,1,0,150' east of HILLSDALE AV & JARVIS AV,35,4950,36,15700,39,0,35.5
-121.8311005,37.2659845,2014-02-09T03:35:00.000Z,BRANHAM LN,SNELL AV,1,0,0,BRANHAM LN & SNELL AV,40,8070,32,19050,43.7,0,40.3
-121.8590007,37.25663257,2013-06-04T18:05:00.000Z,SANTA TERESA BL,WEST VALLEY FR,0,1,0,SANTA TERESA BL & WEST VALLEY FR,40,20000,120,22100,45,0,40.5
-121.7728118,37.2250765,2013-06-23T16:24:00.000Z,CHANTILLEY LN,SANTA TERESA BL,0,1,0,300' north of CHANTILLEY LN & SANTA TERESA BL,45,9000,45,17100,47.5,0,43.3
-121.8314117,37.27811704,2013-05-17T07:41:00.000Z,EZIE ST,SENTER RD,0,1,0,307' east of EZIE ST & SENTER RD,30,2300,21,4800,34,0,29
-121.9174206,37.31070954,2013-11-22T23:33:00.000Z,FRUITDALE AV,SOUTHWEST EX,0,1,0,892' north of FRUITDALE AV & SOUTHWEST EX,30,850,7,8250,31,0,28
-121.7943842,37.33677365,2014-01-11T18:22:00.000Z,TULLY RD,VISTA VERDE DR,1,0,1,TULLY RD & VISTA VERDE DR,25,2900,5,2200,32,1,25
-121.8741366,37.40724438,2013-06-28T23:05:00.000Z,CAMARGO DR,CROPLEY AV,0,1,2,348' west of CAMARGO DR & CROPLEY AV,35,8700,47,13850,40,0,36
-121.7743981,37.23883149,2013-02-14T13:39:00.000Z,BERNAL RD,MONTEREY RD,0,1,0,BERNAL RD & MONTEREY RD,40,1850,6,17600,42,0,36
-121.9753642,37.32316954,2013-07-04T02:37:00.000Z,KIELY BL,STEVENS CREEK BL,0,1,0,KIELY BL & STEVENS CREEK BL,30,3000,44,15000,37,0,32
-121.7301009,37.20762421,2014-03-16T16:52:00.000Z,BAILEY RD,MONTEREY RD,1,0,0,BAILEY RD & MONTEREY RD,45,10240,103,39950,47,0,42
-121.866778,37.25299861,2013-05-18T21:14:00.000Z,BLOSSOM RIVER WY,WINFIELD BL,0,1,1,98' south of BLOSSOM RIVER WY & WINFIELD BL,35,2300,11,13300,39,0,36
-121.9975387,37.29241445,2013-02-24T19:27:00.000Z,LAWRENCE EX,PROSPECT RD,0,1,1,LAWRENCE EX & PROSPECT RD,35,5100,35,17650,39,0,36
-121.9500675,37.30904683,2013-03-01T18:56:00.000Z,WILLIAMS RD,WINCHESTER BL,0,1,2,WILLIAMS RD & WINCHESTER BL,35,12800,45,7300,39.3,0,35.7
-121.8627032,37.35674946,2013-03-04T20:31:00.000Z,MCKEE RD,THIRTY FOURTH ST,0,2,1,MCKEE RD & THIRTY FOURTH ST,35,8200,197,17650,36.3,0,32.5
-121.8271466,37.36635711,2013-07-01T20:30:00.000Z,ALUM ROCK AV,STEWART AV,0,1,0,60' west of ALUM ROCK AV & STEWART AV,30,8658,110,23950,34,0,30
-121.9085127,37.32102331,2013-03-09T02:00:00.000Z,AUZERAIS AV,LINCOLN AV,0,1,2,AUZERAIS AV & LINCOLN AV,25,5950,34,5250,28.5,0,24.5
-121.7813267,37.2581872,2013-10-25T07:05:00.000Z,HELLYER AV,PIERCY RD,0,1,0,330' south of HELLYER AV & PIERCY RD,35,2000,0,1250,39,0,34
-121.8305572,37.23274613,2013-03-13T14:30:00.000Z,SNELL AV,SUISSE DR,0,1,2,SNELL AV & SUISSE DR,30,8180,5,1800,32.3,0,29.5
-121.8263611,37.38107651,2014-04-26T15:25:00.000Z,MCKEE RD,TOYON AV,1,0,0,446' north of MCKEE RD & TOYON AV,35,8200,197,17650,36.3,0,32.5
-121.8111801,37.27728336,2013-12-06T20:41:00.000Z,ADAGIO WY,COYOTE RD,0,3,0,ADAGIO WY & COYOTE RD,25,1870,9,6600,31.5,0,28
-121.8465874,37.2658688,2013-03-01T18:36:00.000Z,BRANHAM LN,VISTAPARK DR,0,1,1,BRANHAM LN & VISTAPARK DR,35,3350,24,8250,40,0,35
-121.9360269,37.32708563,2013-02-25T18:58:00.000Z,BELLEROSE DR,FOREST AV,0,1,2,300' east of BELLEROSE DR & FOREST AV,35,3800,14,6050,36.5,0,33
-121.9237648,37.31638983,2013-12-01T17:20:00.000Z,LEIGH AV,MOORPARK AV,0,1,1,LEIGH AV & MOORPARK AV,35,8250,72,9950,40,0,36
-121.8690844,37.29838356,2013-12-01T02:01:00.000Z,CURTNER AV,STONE AV,0,1,0,CURTNER AV & STONE AV,25,3520,9,3550,30,0,26
-121.9034836,37.22581281,2013-03-13T15:42:00.000Z,CAMDEN AV,COLEMAN RD,0,1,0,CAMDEN AV & COLEMAN RD,40,10750,27,9900,43,0,39.3
-121.8341514,37.28393095,2014-04-09T01:55:00.000Z,CAPITOL EX,SEVEN TREES BL,1,0,1,CAPITOL EX & SEVEN TREES BL,30,2300,21,4800,34,0,29
-121.8271466,37.36635711,2013-03-13T05:36:00.000Z,ALUM ROCK AV,STEWART AV,0,1,1,ALUM ROCK AV & STEWART AV,30,8658,110,23950,34,0,30
-121.7672509,37.22406043,2013-07-20T08:35:00.000Z,AVENIDA ESPANA ,SANTA TERESA BL,0,1,0,AVENIDA ESPANA  & SANTA TERESA BL,30,3000,3,1500,32,0,29
-121.8591461,37.35640022,2014-04-28T10:33:00.000Z,KING RD,ST JAMES ST,1,0,1,KING RD & ST JAMES ST,40,13100,281,29500,41.3,0,37.3
-121.8678646,37.30131024,2013-07-18T15:00:00.000Z,LITTLE ORCHARD ST,PERRYMONT AV,0,1,2,LITTLE ORCHARD ST & PERRYMONT AV,40,4100,17,9100,39.7,0,36
-121.8696533,37.34611438,2013-03-19T17:12:00.000Z,SANTA CLARA ST,TWENTY SECOND ST,0,3,0,SANTA CLARA ST & TWENTY SECOND ST,25,7300,21,2600,29.7,0,27
-121.8452173,37.30542796,2014-10-03T00:13:00.000Z,BALTIC WY,SENTER RD,1,0,1,BALTIC WY & SENTER RD,30,3900,23,6250,32.5,0,29.5
-121.8459013,37.36090691,2013-07-30T15:48:00.000Z,ALEXIAN DR,JACKSON AV,0,1,2,ALEXIAN DR & JACKSON AV,35,7530,49,15150,38.5,0,35
-121.9230547,37.34077641,2013-03-23T00:18:00.000Z,ALAMEDA ,HEDDING ST,0,2,0,ALAMEDA  & HEDDING ST,35,5300,31,16100,39,1,35.5
-121.853328,37.37776172,2013-03-21T05:34:00.000Z,CEDARVILLE LN,MABURY RD,0,1,0,355' west of CEDARVILLE LN & MABURY RD,35,3400,16,10250,39,0,36
-121.8801461,37.25805051,2013-03-27T16:13:00.000Z,CHERRY AV,EDGAR CT,0,1,0,139' west of CHERRY AV & EDGAR CT,35,13450,54,7200,37.3,0,33.3
-121.8823158,37.28287943,2013-12-16T10:24:00.000Z,ALMADEN EX,KOCH LN,0,1,0,ALMADEN EX & KOCH LN,25,4365,9,3000,29.5,0,26.5
-121.8753283,37.25082169,2013-03-29T12:44:00.000Z,ALMADEN EX,BLOSSOM HILL RD,0,1,1,153' south of ALMADEN EX & BLOSSOM HILL RD,40,6500,85,33500,41.3,0,38
-121.8181535,37.32762014,2013-08-07T12:30:00.000Z,EASTRIDGE WY,TULLY RD,0,1,0,EASTRIDGE WY & TULLY RD,35,4082,80,17100,39.5,0,35.5
-121.8566451,37.38305136,2013-05-22T11:59:00.000Z,CAPITOL AV,PENITENCIA CREEK RD,0,1,0,340' north of CAPITOL AV & PENITENCIA CREEK RD,35,5050,19,7800,38.5,0,35
-121.8340494,37.2941793,2013-08-08T20:41:00.000Z,JACKIE DR,SENTER RD,0,1,1,JACKIE DR & SENTER RD,40,15150,187,23450,42.8,0,38.5
-121.8390185,37.28169141,2013-04-03T00:45:00.000Z,MONTEREY RD,RANCHO DR,0,1,2,511' north of MONTEREY RD & RANCHO DR,35,9700,139,11850,39.5,0,35.5
-121.8605739,37.38656307,2013-03-29T17:00:00.000Z,BERRYESSA RD,CAPITOL AV,0,1,0,BERRYESSA RD & CAPITOL AV,35,5800,27,13150,39.7,0,35.3
-121.7619878,37.21972279,2013-07-30T23:15:00.000Z,BAYLISS DR,SANTA TERESA BL,0,1,0,BAYLISS DR & SANTA TERESA BL,50,13100,14,4450,54.3,0,49.3
-121.7751619,37.3164212,2013-05-24T01:56:00.000Z,ABORN RD,RUBY AV,0,1,0,ABORN RD & RUBY AV,25,3700,7,9850,31.5,0,28.5
-121.9243024,37.31069799,2013-03-31T19:28:00.000Z,DI FIORE DR,FRUITDALE AV,0,1,0,326' north of DI FIORE DR & FRUITDALE AV,35,5200,68,12150,37.5,0,33.5
-121.9167808,37.26360981,2013-08-12T16:57:00.000Z,HILLSDALE AV,ROSS AV,0,1,2,120' south of HILLSDALE AV & ROSS AV,40,2350,20,19700,41.5,0,37.5
