X,Y,AccidentId,AccidentDateTime,AStreetNameAndSuffix,BStreetNameAndSuffix,FatalInjuries,MajorInjuries,ESRI_OID,Fatal_MajorInjuries,Involving,Nearest_Intersection,GlobalID
-121.898244825465156,37.323909056831937,555966,2015-12-03T07:38:00.000Z,AUZERAIS AV,ILLINOIS AV,0,1,120,1,Pedestrian,AUZERAIS AV & ILLINOIS AV,7ef7701e-2fa7-47c5-b57b-3e88bfe88a0d
-121.909236424856914,37.247738189377856,555785,2015-11-20T23:10:00.000Z,CAMDEN AV,MICHON DR,0,1,121,1,Motorist,CAMDEN AV & MICHON DR,363a3093-7313-4810-bbcf-b9d39d8b1318
-121.864859319623847,37.344046585981523,556017,2015-12-07T12:35:00.000Z,SAN ANTONIO ST,TWENTY FOURTH ST,0,1,122,1,Motorist,SAN ANTONIO ST & TWENTY FOURTH ST,7e9448b5-0149-4b4c-8911-0a023ffa6297
-121.922539768757844,37.303855114345758,556006,2016-01-15T23:06:00.000Z,DE ROSE WY,LEIGH AV,1,0,123,1,Pedestrian,79' north of DE ROSE WY & LEIGH AV,b5eee6dd-dc45-4eca-a6ea-bc31fcca4219
-121.822339644631484,37.324786323177626,556108,2015-12-12T08:50:00.000Z,BRAHMS AV,TULLY RD,0,1,124,1,Bicyclist,BRAHMS AV & TULLY RD,17ba030b-0d9e-4daa-b17c-8999b5acbbb1
-121.842456795237496,37.388570621357971,558822,2016-03-23T14:00:00.000Z,FIJI DR,WHITE RD,0,1,125,1,Motorist,FIJI DR & WHITE RD,ff6dbf0f-e2b9-46ec-aebf-ee28a833177f
-121.888921718632005,37.275688896253413,555455,2015-11-02T19:00:00.000Z,FOXWORTHY AV,LANSFORD AV,0,1,126,1,Pedestrian,200' north of FOXWORTHY AV & LANSFORD AV,70ef8ef1-acf5-451c-9930-45ef498645fe
-121.888148505860769,37.33482156077843,555508,2015-12-18T09:33:00.000Z,SAN FERNANDO ST,SECOND ST,1,0,127,1,Pedestrian,SAN FERNANDO ST & SECOND ST,fcf9425f-dc6a-43b9-9193-15498b92006c
-121.830340751125718,37.290626802536096,555506,2015-12-21T22:46:00.000Z,SENTER RD,SINGLETON RD,1,0,128,1,Motorist,SENTER RD & SINGLETON RD,1154ebe0-a427-4c59-b9cf-572890bb9294
-121.841047967480122,37.267211520712308,558839,2016-03-25T16:22:00.000Z,KINGSPARK DR,LASSENPARK CI,0,1,129,1,Motorist,55' north of KINGSPARK DR & LASSENPARK CI,0c80967a-079b-49a1-9f71-78c23d85901d
-121.884599674786955,37.322123184838603,555432,2015-11-01T07:18:00.000Z,ALMADEN AV,VIRGINIA ST,0,1,130,1,Motorist,ALMADEN AV & VIRGINIA ST,0b4af728-5829-4241-963c-c4bc8c6b8d59
-121.886067170608129,37.3873583035951,558869,2016-03-27T21:32:00.000Z,LUNDY AV,MURPHY AV,0,1,131,1,Motorist,LUNDY AV & MURPHY AV,b05890c0-938c-45e1-9331-00693ed871b9
-121.82925582845283,37.325764389311118,555509,2015-12-19T18:40:00.000Z,KING RD,WAVERLY AV,1,0,132,1,Pedestrian,KING RD & WAVERLY AV,532239c2-1976-4a1a-b9a7-2ac8425f89b4
-121.840284060453627,37.258991469157948,555525,2015-12-14T08:05:00.000Z,CHYNOWETH AV,DUESENBURG DR,1,0,133,1,Bicyclist,CHYNOWETH AV & DUESENBURG DR,e6f6102f-1209-416a-af20-ccf147805ab4
-121.975346602010575,37.316725432377375,555586,2015-11-08T20:58:00.000Z,JUNIPERO SERRA FR,SARATOGA AV,0,1,134,1,Pedestrian,JUNIPERO SERRA FR & SARATOGA AV,9475e58b-cb25-4a3b-8606-dab37788ca56
-121.901654005111638,37.241120392128551,555468,2015-11-03T07:58:00.000Z,CARTER AV,KOOSER RD,0,1,135,1,Pedestrian,CARTER AV & KOOSER RD,d50b1dd5-da59-4353-9a61-6b864f420973
-121.886067170608129,37.3873583035951,555507,2015-12-23T21:40:00.000Z,LUNDY AV,MURPHY AV,1,0,136,1,Pedestrian,LUNDY AV & MURPHY AV,3a3f6c06-69d1-4515-91bd-7cba4323563f
-121.830570960590407,37.233681852533621,555513,2015-11-04T14:45:00.000Z,CHOCTAW DR,SNELL AV,0,1,137,1,Motorist,CHOCTAW DR & SNELL AV,080924da-b60e-4f5b-aa0e-e4f0b965c97f
-121.844931814690796,37.299844761247329,558889,2016-03-29T19:25:00.000Z,MEADOWFAIRE DR,UMBARGER RD,0,2,138,2,Pedestrian,MEADOWFAIRE DR & UMBARGER RD,0bf3a9b1-a446-4558-bac0-79dd40a5c2ec
-121.87299176213206,37.322225771072709,555534,2015-11-05T19:59:00.000Z,KEYES ST,SIXTH ST,0,1,139,1,Pedestrian,KEYES ST & SIXTH ST,3dd7cd11-dff1-4d9b-a56f-a0aeafd9e237
-121.737342494795485,37.268181515033035,556114,2015-12-12T15:53:00.000Z,HEARTLAND WY,SAN FELIPE RD,0,1,140,1,Motorist,HEARTLAND WY & SAN FELIPE RD,ce119cbd-db36-4298-ab0d-947d8051aeea
-121.850133100968705,37.365263768438666,556193,2015-12-15T17:27:00.000Z,JACKSON AV,MCKEE RD,1,0,141,1,Pedestrian,JACKSON AV & MCKEE RD,40202e39-a3e4-419c-acee-12b95b8b2b8f
-121.863339422669767,37.265825824503629,556152,2015-12-11T21:51:00.000Z,BRANHAM LN,HEPPNER LN,0,1,142,1,Pedestrian,BRANHAM LN & HEPPNER LN,351b69a1-74cf-4aba-82b2-2632626eaa3c
-121.885821701422628,37.362894154072961,556191,2015-12-15T16:32:00.000Z,HEDDING ST,MABURY RD,0,1,143,1,Pedestrian,HEDDING ST & MABURY RD,65855cb9-7892-4499-87fb-e9a986709477
-121.906912266348627,37.252082231791881,556239,2015-12-19T19:53:00.000Z,BRANHAM LN,LAWSON CT,0,1,144,1,Bicyclist,BRANHAM LN & LAWSON CT,09bd8fcb-ee55-4a02-bf6f-246b41f87320
-121.904153474156132,37.227565025827097,556221,2016-02-20T21:31:00.000Z,CAMDEN AV,VISTA LOOP ,2,0,145,2,Motorist,CAMDEN AV & VISTA LOOP ,9d2bebb0-1c47-42a3-a9bb-7b7e8b568263
-121.895469222733368,37.360037118884541,558968,2016-06-14T16:22:00.000Z,HORNING ST,TENTH ST,1,0,146,1,Motorist,HORNING ST & TENTH ST,47d13566-32a3-43de-b561-a5eb8071290e
-121.854731645045661,37.303575334903023,555524,2015-12-15T21:30:00.000Z,SEVENTH ST,TULLY RD,1,0,147,1,Motorist,SEVENTH ST & TULLY RD,393043d3-6393-46ab-ad4f-4bf3fd820ee5
-121.826826603451906,37.364539641668202,555635,2015-10-11T03:09:00.000Z,ROSE AV,WHITE RD,0,1,148,1,Motorist,ROSE AV & WHITE RD,47d653ed-8d98-4563-b27c-0dfba88ae4b1
-121.832660326172785,37.346990976923756,555619,2015-11-10T18:25:00.000Z,JACKSON AV,STORY RD,0,1,149,1,Pedestrian,JACKSON AV & STORY RD,2cde8c9c-e422-4742-a001-84d83f7796b0
-121.910925675681,37.342361351160498,555636,2015-12-11T05:52:00.000Z,COLEMAN AV,TAYLOR ST,1,0,150,1,Pedestrian,170' west of COLEMAN AV & TAYLOR ST,2352813b-7a62-44fb-8f8e-b872b8045b97
-121.949933022593783,37.29840243194856,556222,2016-02-12T00:10:00.000Z,DRIFTWOOD DR,WINCHESTER BL,1,0,151,1,Bicyclist,DRIFTWOOD DR & WINCHESTER BL,9d46cb86-96e0-4233-8b3f-ff0e7fdc81e0
-121.799368223650575,37.298867315093077,555526,2015-12-12T22:17:00.000Z,GLENGROVE WY,YERBA BUENA RD,1,0,152,1,Motorist,GLENGROVE WY & YERBA BUENA RD,17a56439-6fb4-457d-995a-c80b41ccf5ac
-121.7716097723129,37.306882664452445,555558,2015-11-07T18:33:00.000Z,CHRISTIAN DR,DELTA RD,0,1,153,1,Pedestrian,CHRISTIAN DR & DELTA RD,bacf35d0-554f-4546-86e6-6f5a69bdae88
-121.931654928947708,37.280185721764582,555671,2015-11-13T17:43:00.000Z,BASCOM AV,DRY CREEK RD,0,1,154,1,Motorist,549' north of BASCOM AV & DRY CREEK RD,2e61e710-5ba3-4a14-96f0-9ec373019926
-121.93170219667806,37.299315271630213,555632,2015-12-22T17:43:00.000Z,BASCOM AV,PAMLAR AV,1,0,155,1,Pedestrian,BASCOM AV & PAMLAR AV,b661e9fd-3d32-4982-9f54-c6b1c17f938b
-121.877438580976175,37.330119190687654,555624,2016-01-02T19:08:00.000Z,REED ST,SEVENTH ST,1,0,156,1,Bicyclist,REED ST & SEVENTH ST,066ef9e8-1758-4b28-a967-7917e22ec7ba
-121.852663624485032,37.349854474525721,555674,2016-01-30T02:35:00.000Z,KING RD,SAN ANTONIO ST,1,0,157,1,Motorist,KING RD & SAN ANTONIO ST,b076b2bc-21c4-4670-ac81-fbd48eb82d18
-121.830635634618076,37.238102819381027,555637,2015-12-10T18:05:00.000Z,SHAWCROFT DR,SNELL AV,1,0,158,1,Motorist,SHAWCROFT DR & SNELL AV,8f2f805e-7739-424b-ade5-21018dfade7f
-121.872493653966018,37.295125435994834,555673,2016-01-25T00:42:00.000Z,CURTNER AV,GUADALUPE FR,1,0,159,1,Pedestrian,CURTNER AV & GUADALUPE FR,2e3c249a-3281-4a48-afd5-488001f8e8fd
-121.897056502172475,37.362174872169341,556409,2016-03-05T22:07:00.000Z,COMMERCIAL ST,TENTH ST,1,0,160,1,Pedestrian,991' north of COMMERCIAL ST & TENTH ST,7c1d596f-79ed-4467-ba13-760b34f828c3
-121.833227189198254,37.293425584124378,556342,2015-12-26T18:13:00.000Z,CAPITOL EX,SENTER RD,0,1,161,1,Pedestrian,CAPITOL EX & SENTER RD,0da0f5ce-3bf7-4aa7-9dbc-ba320f745ce0
-121.804879545271916,37.260830803020696,556321,2015-12-24T19:06:00.000Z,BENDORF DR,ROUNDTABLE DR,0,1,162,1,Pedestrian,430' west of BENDORF DR & ROUNDTABLE DR,3bb13718-8b43-44e5-a172-7924ed7cbdc1
-121.843317413744273,37.315911858176115,556354,2015-12-27T15:19:00.000Z,LUCRETIA AV,SUMMERSIDE DR,0,1,163,1,Pedestrian,488' south of LUCRETIA AV & SUMMERSIDE DR,dfef14aa-0288-42c8-a23f-96f3646c3a59
-121.911463205770829,37.364178775061461,556337,2015-12-25T18:24:00.000Z,FIRST ST,SONORA AV,0,1,164,1,Pedestrian,FIRST ST & SONORA AV,d8d9e551-a57f-420d-bfe8-c997f149b326
-121.873288683191063,37.310563243457779,556458,2016-01-04T11:00:00.000Z,POMONA AV,SAN JOSE AV,0,1,165,1,Motorist,51' west of POMONA AV & SAN JOSE AV,e62b8da0-5e86-429e-aff7-de6094d8aca0
-121.894255762090651,37.338405570636922,556608,2016-01-15T23:02:00.000Z,MARKET ST,ST JAMES ST,0,1,166,1,Motorist,MARKET ST & ST JAMES ST,6ff6e62d-adb9-4800-b8f4-2642f74dc6a8
-121.909961020527348,37.333527329325797,557929,2016-02-11T22:46:00.000Z,JULIAN ST,KEEBLE AV,0,1,167,1,Motorist,58' west of JULIAN ST & KEEBLE AV,33e59343-1dcd-40db-958d-3759cceb4c1f
-121.905871735417804,37.321133092136677,557934,2016-02-12T23:57:00.000Z,AUZERAIS AV,SUNOL ST,0,1,168,1,Bicyclist,211' west of AUZERAIS AV & SUNOL ST,7eed095d-8f1f-4bd1-b286-5705f968a710
-121.872644668920842,37.291017682923695,557904,2016-02-09T19:37:00.000Z,CANOAS GARDEN AV,MASONIC DR,0,1,169,1,Pedestrian,CANOAS GARDEN AV & MASONIC DR,75003e7f-b089-4ada-a72a-cc0d519108dd
-121.848627058720226,37.34560719945042,557908,2016-02-09T07:20:00.000Z,KING RD,VIRGINIA PL,0,1,170,1,Bicyclist,KING RD & VIRGINIA PL,a7807b7e-8881-4969-b17c-9f23a7be98ba
-121.815197234638191,37.231857034489494,557967,2016-02-17T20:40:00.000Z,VALROY CT,VALROY DR,0,1,171,1,Motorist,VALROY CT & VALROY DR,d46f74e7-29d4-47ef-851b-0cec082f5055
-121.830635634618076,37.238102819381027,558058,2016-02-29T12:25:00.000Z,SHAWCROFT DR,SNELL AV,1,0,172,1,Motorist,SHAWCROFT DR & SNELL AV,6c2ba617-552f-426f-b573-a46bb854755c
-121.861795777340433,37.345541189178014,558031,2016-02-26T16:19:00.000Z,SAN ANTONIO ST,TWENTY EIGHTH ST,0,1,173,1,Pedestrian,SAN ANTONIO ST & TWENTY EIGHTH ST,720bffaa-1e9f-4d34-bb6d-c6c8c3c6f2dd
-121.886803610126933,37.264470662638324,558049,2016-02-28T02:48:00.000Z,ADOBE CT,CHERRY AV,0,1,174,1,Motorist,ADOBE CT & CHERRY AV,4c0d102b-6d55-4a28-833e-045715d805f8
-121.881584523864589,37.3827463407208,556635,2016-01-17T19:54:00.000Z,LUNDY AV,TOWNSEND AV,0,1,175,1,Pedestrian,LUNDY AV & TOWNSEND AV,42fd70e2-4202-4378-8d83-9f82e3050a45
-121.895964931578604,37.356915166773824,556756,2016-01-27T17:28:00.000Z,EIGHTH ST,HEDDING ST,0,1,176,1,Motorist,EIGHTH ST & HEDDING ST,4f7cfec3-a16a-40e7-82c6-87ad29778db7
-121.830871855572397,37.253153762759617,558060,2016-04-16T00:07:00.000Z,GIUFFRIDA AV,SNELL AV,1,0,177,1,Pedestrian,260' south of GIUFFRIDA AV & SNELL AV,5c1b7ab8-74d2-4209-a8ee-8e90ba205bb1
-121.938250271063893,37.327048313627422,556710,2016-01-22T21:35:00.000Z,CIRO AV,FOREST AV,0,1,178,1,Pedestrian,92' west of CIRO AV & FOREST AV,8fe31a7f-1222-4172-8eb7-d70e64cb54e6
-121.856982329922118,37.375212880566828,556782,2016-01-28T08:44:00.000Z,LAVA WY,MABURY RD,0,1,179,1,Pedestrian,LAVA WY & MABURY RD,f20b0f3d-7652-4d9d-80d3-f0fb3bfecfce
-121.922334115268043,37.261753736002618,558092,2016-03-04T02:47:00.000Z,CAMDEN AV,LEIGH AV,1,0,180,1,Motorist,CAMDEN AV & LEIGH AV,72476a56-8c6e-4b39-87a4-bd94a4f98998
-121.830295719740491,37.329292105819569,558131,2016-03-07T10:57:00.000Z,BERMUDA WY,CUNNINGHAM AV,0,1,181,1,Motorist,BERMUDA WY & CUNNINGHAM AV,e7eb9bc8-e9fe-46a9-9a21-a1b1c09ff451
-121.913759890017872,37.323493809395906,558054,2016-02-28T21:19:00.000Z,MERIDIAN AV,SAN CARLOS ST,0,2,182,2,Motorist,MERIDIAN AV & SAN CARLOS ST,36aae3d0-9cc6-4c05-a349-308bfddb2003
-121.843773699765748,37.382829119960988,558114,2016-03-06T00:47:00.000Z,MABURY RD,ROYAL GLEN DR,0,1,183,1,Pedestrian,MABURY RD & ROYAL GLEN DR,57ad3bb5-0d35-47c4-83e9-81bbc557e88c
-122.032257407620222,37.303019277144898,557816,2016-02-25T19:05:00.000Z,BARK LN,DE ANZA BL,1,0,184,1,Pedestrian,107' north of BARK LN & DE ANZA BL,d3e2c810-43a7-4761-8e96-5c44006c0bff
-121.86525921389412,37.313762445670058,558150,2016-03-08T16:25:00.000Z,PHELAN AV,SEVENTH ST,0,1,185,1,Bicyclist,300' north of PHELAN AV & SEVENTH ST,bd38349f-7cc4-44b6-a323-ba78d9b57ecb
-121.869084434738895,37.298383559341097,556299,2015-12-18T22:00:00.000Z,CURTNER AV,STONE AV,0,1,186,1,Motorist,CURTNER AV & STONE AV,a8a92a1c-25f8-402b-8e46-dcdd484f6945
-121.825714310218459,37.25881307937307,538368,2013-08-10T23:54:00.000Z,CHYNOWETH AV,DEREK DR,2,3,187,5,Motorist,CHYNOWETH AV & DEREK DR,f4a1dec7-c918-4e09-8bc2-f990797ee262
-121.845274557982435,37.274970513281573,541020,2014-05-16T17:08:00.000Z,CAPITOL EX,ROSENBAUM AV,1,0,188,1,Pedestrian,139' west of CAPITOL EX & ROSENBAUM AV,413a60a6-2a44-461b-ba6f-77b682a38b2f
-121.737342494795485,37.268181515033035,541018,2014-06-03T11:02:00.000Z,HEARTLAND WY,SAN FELIPE RD,1,0,189,1,Motorist,350' south of HEARTLAND WY & SAN FELIPE RD,ce24ed7a-c555-4bb3-ba24-e4ce70827ba6
-121.849106252296991,37.309326157973864,541024,2013-04-04T05:30:00.000Z,PARROTT ST,SENTER RD,0,1,190,1,Pedestrian,PARROTT ST & SENTER RD,5405317f-9d99-4d92-a271-1ef7cf77b46a
-121.874939297905726,37.242610924796438,541021,2014-04-17T00:06:00.000Z,ALMADEN EX,COLEMAN RD,1,1,191,2,Motorist,ALMADEN EX & COLEMAN RD,34c47d8a-7012-49ee-a10f-9ed771feb841
-121.885898470915635,37.273407670571729,556720,2016-01-23T13:09:00.000Z,HILLSDALE AV,VISTAMONT DR,0,1,192,1,Motorist,HILLSDALE AV & VISTAMONT DR,01e994b6-e69a-44be-80af-98a03d251a94
-121.82916154389217,37.307558785413875,557815,2016-02-25T08:18:00.000Z,BELLINGHAM DR,MCLAUGHLIN AV,1,0,193,1,Pedestrian,148' west of BELLINGHAM DR & MCLAUGHLIN AV,5a42807d-01fa-4700-bd44-00bcaa2c3fd2
-121.976735087628953,37.300922122923517,541050,2013-04-05T14:19:00.000Z,PAYNE AV,SAN TOMAS RD,0,1,194,1,Motorist,PAYNE AV & SAN TOMAS RD,474f52d9-be56-4f1c-83c2-a47481ceadeb
-121.871600837316663,37.222117320693251,541017,2014-06-11T21:05:00.000Z,CAMDEN AV,LITTLE FALLS DR,1,0,195,1,Motorist,CAMDEN AV & LITTLE FALLS DR,92655214-2b0b-4e7a-b284-d03a80e8149c
-121.823380479534165,37.351214310985299,541182,2013-04-13T16:36:00.000Z,MCGINNESS AV,SUSSEX DR,0,1,196,1,Motorist,MCGINNESS AV & SUSSEX DR,eef268f0-57bb-4c91-8bae-367d8a9ff64e
-121.88294398305672,37.366125427545569,541073,2014-06-16T06:54:00.000Z,BERRYESSA RD,COMMERCIAL ST,1,0,197,1,Motorist,BERRYESSA RD & COMMERCIAL ST,b94c1619-e943-4f75-9631-57541b374070
-121.928583884787784,37.354703000497146,541019,2014-05-01T20:39:00.000Z,COLEMAN AV,FMC DRWAY ,1,0,198,1,Motorist,276' south of COLEMAN AV & FMC DRWAY ,f4976e0b-8b01-44dd-acad-535ba6e83575
-121.895113419853871,37.375727650248933,541179,2013-04-13T14:46:00.000Z,BERN CT,OAKLAND RD,0,1,199,1,Motorist,100' south of BERN CT & OAKLAND RD,00e4ef80-edb4-4dd3-b341-e15ed71c44d7
-121.997538654006391,37.292414453088618,541242,2013-04-17T02:25:00.000Z,LAWRENCE EX,PROSPECT RD,0,1,200,1,Motorist,LAWRENCE EX & PROSPECT RD,3cf1f14b-c42e-4200-8565-01bd1261f6a1
-121.84665532277532,37.337251139914549,541121,2013-04-10T04:30:00.000Z,BAYSHORE FR,STORY RD,0,1,201,1,Bicyclist,BAYSHORE FR & STORY RD,bebbd078-92cf-4a84-aad9-13b7316b59b2
-121.863738136744487,37.378917200589896,541295,2014-07-15T07:25:00.000Z,JACKSON AV,PORT WY,1,0,202,1,Pedestrian,100' south of JACKSON AV & PORT WY,21c504cb-424c-44e8-82db-db87b3120807
-121.835621604293578,37.375114707803462,541067,2013-04-06T20:33:00.000Z,MCKEE RD,WHITE RD,0,1,203,1,Motorist,250' south of MCKEE RD & WHITE RD,c91f0090-a604-4d58-b079-d5b98138c1c1
-121.847667014677072,37.30796346533473,541162,2013-04-12T21:12:00.000Z,SENTER RD,TULLY RD,0,1,204,1,Pedestrian,SENTER RD & TULLY RD,7f3bb109-6a59-4284-a494-09d9d3161c7d
-121.793711660627821,37.236612265958733,541178,2014-07-09T02:56:00.000Z,MIYUKI AV,SANTA TERESA BL,1,0,205,1,Motorist,MIYUKI AV & SANTA TERESA BL,c426a87a-1713-4d09-bb83-10b2f806a8f5
-121.881170742495115,37.274645110980813,539468,2013-01-04T05:50:00.000Z,HILLSDALE AV,NEWBERRY DR,0,1,206,1,Bicyclist,HILLSDALE AV & NEWBERRY DR,7b8933e7-5b9d-4dc8-af88-018996742f68
-121.897770485562646,37.330300867483118,541204,2013-04-14T23:29:00.000Z,DELMAS AV,SAN FERNANDO ST,0,1,207,1,Pedestrian,346' north of DELMAS AV & SAN FERNANDO ST,c1b60080-58f7-4dd3-b762-6d8e136afba8
-121.883632316513157,37.326856452148128,539498,2013-01-07T02:46:00.000Z,FIRST ST,REED ST,1,0,208,1,Motorist,240' south of FIRST ST & REED ST,333ea5e5-ae46-4239-b176-a3db8c2c23d5
-121.840682881926512,37.35554406654142,541090,2013-04-08T12:15:00.000Z,CAPITOL EX,JACKSON AV,0,1,209,1,Motorist,299' west of CAPITOL EX & JACKSON AV,b55bf6f0-0d0f-49ba-b387-25ab5715210c
-121.937379483893324,37.250639061424579,539453,2013-01-02T14:00:00.000Z,DICKENS AV,SAMARITAN DR,0,1,210,1,Motorist,DICKENS AV & SAMARITAN DR,09fc408e-7d21-4138-b1e2-fbc9cb8665ec
-121.834151425285071,37.283930953141081,539644,2013-10-20T01:15:00.000Z,CAPITOL EX,SEVEN TREES BL,1,0,211,1,Pedestrian,175' west of CAPITOL EX & SEVEN TREES BL,91d4df28-719f-42f9-ab40-013e654091e7
-121.81484869993875,37.28023269468936,541349,2014-07-26T02:17:00.000Z,PALISADE DR,RIVER FALLS DR,1,0,212,1,Motorist,67' south of PALISADE DR & RIVER FALLS DR,6abac941-4d93-481f-bbb7-4f9d3862febe
-121.80755470150136,37.251981400624643,539642,2013-09-06T14:24:00.000Z,BLOSSOM HILL RD,POUGHKEEPSIE RD,1,0,213,1,Motorist,576' east of BLOSSOM HILL RD & POUGHKEEPSIE RD,77a327a8-93a8-48bb-b902-fbc2ad44bdac
-121.904674227193155,37.267949036661811,541313,2013-04-20T21:58:00.000Z,HILLSDALE AV,MERIDIAN AV,0,2,214,2,Motorist,270' west of HILLSDALE AV & MERIDIAN AV,fb10abb6-b7b4-4e7b-8f1a-8487bcf26f8c
-121.810848000316497,37.307134754691958,541294,2014-06-15T21:30:00.000Z,CAPITOL EX,SILVER CREEK RD,1,0,215,1,Pedestrian,300' east of CAPITOL EX & SILVER CREEK RD,410d5323-7e4f-45da-9265-b288e646ffeb
-121.922595420925859,37.288414714443775,539643,2013-10-21T20:30:00.000Z,LEIGH (S) AV,PATIO AV,1,0,216,1,Pedestrian,LEIGH (S) AV & PATIO AV,27e8cacb-11b8-438e-b2e7-8e0a2519fb6c
-121.798732657667543,37.362750888841703,541331,2013-04-21T21:40:00.000Z,MACE DR,MORRIE DR,0,1,217,1,Motorist,99' west of MACE DR & MORRIE DR,59dd6b2e-d224-4b1a-9a14-e0f02de7f08d
-121.839119541289975,37.379699703313548,539447,2013-01-02T18:09:00.000Z,PATT AV,WHITE RD,1,0,218,1,Pedestrian,PATT AV & WHITE RD,83c603c6-7d25-4634-8e98-8647b60cf72f
-121.90658651812511,37.363385471584955,539481,2013-01-04T17:41:00.000Z,FOURTH ST,GISH RD,0,1,219,1,Motorist,517' north of FOURTH ST & GISH RD,348f0d5f-42f0-4b55-8d2d-840997fcb832
-121.796970428220703,37.324922720062183,541207,2013-04-15T01:27:00.000Z,QUIMBY RD,WHITE RD,0,1,220,1,Pedestrian,647' north of QUIMBY RD & WHITE RD,a5c1fa34-d95e-4ab3-960c-8b4472fadca4
-121.831653695258566,37.370040756200289,539660,2013-05-20T21:10:00.000Z,MADELINE DR,WHITE RD,1,0,221,1,Pedestrian,MADELINE DR & WHITE RD,65cd12bc-4869-45f7-b457-20fe989a54df
-121.809470958333989,37.354079489931891,539661,2013-12-17T19:20:00.000Z,MT LASSEN DR,MT VISTA DR,1,0,222,1,Motorist,MT LASSEN DR & MT VISTA DR,0ec4adda-3818-4174-b1db-eb80cfa8fc68
-121.871804404879299,37.277819097711628,539634,2013-06-17T02:01:00.000Z,FOXWORTHY AV,HILLSDALE AV,1,1,223,2,Motorist,FOXWORTHY AV & HILLSDALE AV,5c2338ae-6168-45f3-b031-dad0d874aafb
-121.870849224572751,37.313316278149486,539650,2013-02-26T01:01:00.000Z,BELLEVUE AV,MONTEREY RD,1,0,224,1,Pedestrian,BELLEVUE AV & MONTEREY RD,677be42d-82c6-4e57-aad5-09a6745208a5
-121.904495626470606,37.346840623305241,539635,2013-06-17T15:25:00.000Z,GUADALUPE PW,TAYLOR ST,1,0,225,1,Bicyclist,GUADALUPE PW & TAYLOR ST,1143be63-f964-476a-9463-f578950a27ca
-121.823798305361194,37.29880159685576,539651,2013-03-05T16:17:00.000Z,CAPITOL EX,TUERS RD,1,0,226,1,Pedestrian,135' east of CAPITOL EX & TUERS RD,2a7d5afd-2814-4136-8902-141ae51a9a57
-121.880052143602967,37.2780104918806,539639,2013-09-03T09:36:00.000Z,ALMADEN EX,FOXWORTHY AV,1,0,227,1,Pedestrian,ALMADEN EX & FOXWORTHY AV,83c55be4-8e1c-41b9-8aae-9b1dcc3868cc
-121.810848000316497,37.307134754691958,539659,2013-05-20T07:35:00.000Z,CAPITOL EX,SILVER CREEK RD,1,0,228,1,Bicyclist,CAPITOL EX & SILVER CREEK RD,68e7daab-a634-4985-b8c6-35cc63d4d2dc
-121.841909757688569,37.276933033588897,539637,2013-06-28T12:55:00.000Z,CAPITOL EX,SNELL AV,1,0,229,1,Bicyclist,CAPITOL EX & SNELL AV,3fc09a1d-c45a-4d11-87c6-7fca8a898d68
-121.801922982458706,37.312421004454222,539653,2013-04-01T23:39:00.000Z,ABORN RD,NIEMAN BL,1,0,230,1,Motorist,ABORN RD & NIEMAN BL,9dc04cf0-81eb-4ec6-acda-5936f5381224
-121.845930600747508,37.342770670990078,539718,2013-01-17T19:32:00.000Z,KING RD,SINCLAIR FR,0,1,231,1,Bicyclist,KING RD & SINCLAIR FR,635eb71f-4f33-44b9-b466-bf7e389dc42b
-121.868434214853153,37.310887141543105,539632,2013-12-20T19:00:00.000Z,BARNARD AV,MONTEREY RD,1,0,232,1,Pedestrian,255' south of BARNARD AV & MONTEREY RD,0d86ce69-6a8b-4ffa-974c-3f72c6313a1f
-121.884592975564573,37.320198461918118,539645,2013-11-24T13:59:00.000Z,OAK ST,VINE ST,1,0,233,1,Pedestrian,OAK ST & VINE ST,4804a908-0c3d-41b8-85a9-c08c93c08436
-121.846587446506135,37.265868804286903,539662,2013-12-03T18:54:00.000Z,BRANHAM LN,VISTAPARK DR,1,0,234,1,Bicyclist,BRANHAM LN & VISTAPARK DR,300b67c1-3891-4a53-949d-91ad0a0f6fc1
-121.80793321961626,37.31382109737482,541388,2013-04-24T21:30:00.000Z,ABORN SQ,CAPITOL EX,0,1,235,1,Motorist,274' south of ABORN SQ & CAPITOL EX,2208ff11-f1e2-4d73-95ed-1967567f96ae
-121.862280954667696,37.221650550084462,539636,2013-07-10T18:10:00.000Z,ALMADEN EX,CAMDEN AV,1,0,236,1,Pedestrian,78' south of ALMADEN EX & CAMDEN AV,23ad39c2-bea4-49d3-8f1e-ce5e02f123ae
-121.861190976847368,37.303598901606918,539652,2013-03-26T02:01:00.000Z,CURTNER AV,MONTEREY RD,1,0,237,1,Motorist,150' north of CURTNER AV & MONTEREY RD,3ba8ce14-4c6f-4da3-b70c-5587b8876d91
-121.875592647909471,37.362719837877705,539641,2013-09-04T11:21:00.000Z,MABURY RD,TAYLOR ST,1,0,238,1,Motorist,MABURY RD & TAYLOR ST,a4866d1f-cdc3-495b-95fe-9dc60a0edc87
-121.869982593899337,37.303461503882048,539657,2013-05-11T20:56:00.000Z,CIMINO AV,LITTLE ORCHARD ST,1,0,239,1,Pedestrian,144' south of CIMINO AV & LITTLE ORCHARD ST,6410212c-22dc-4e74-b2f8-1b894286f380
