Accident_Date,Accident_Time,LATITUDE,LONGITUDE,AStreet,BStreet,FatalInjuries,MajorInjuries,Involving,Nearest_Intersection,SPD,LEN,ACC,VOL,F85th,LOCAL,F50th,Precip,Air max,min,obs,Accident
3/28/15,00:08:00.000Z,37.3451997,-121.8353016,DIANA AV,STORY RD,1,0,1,139' east of DIANA AV & STORY RD,35,8200,196,28850,40.5,0,36.5,0.02,70,47,58.5,1
4/6/15,21:29:00.000Z,37.38227766,-121.9006064,BROKAW RD,RIDDER PARK DR,0,1,0,355' east of BROKAW RD & RIDDER PARK DR,30,2170,3,4400,33,0,30,0.03,69,49,59,1
4/6/15,08:14:00.000Z,37.2659845,-121.8311005,BRANHAM LN,SNELL AV,0,1,2,BRANHAM LN & SNELL AV,40,8070,32,19050,43.7,0,40.3,0.03,69,49,59,1
4/7/15,15:20:00.000Z,37.25378451,-121.7992965,MONTEREY RD,MONTEREY PLAZA DW,1,0,0,MONTEREY RD & MONTEREY PLAZA DW,45,14200,170,31100,49.7,0,43.7,0.04,69,48,58.5,1
4/8/15,15:28:00.000Z,37.36271984,-121.8755926,MABURY RD,TAYLOR ST,0,1,0,MABURY RD & TAYLOR ST,40,6650,32,12400,41.5,0,38,0.05,69,48,58.5,1
4/9/15,12:53:00.000Z,37.24349272,-121.9226672,LEIGH AV,LOS GATOS ALMADEN RD,1,0,0,LEIGH AV & LOS GATOS ALMADEN RD,35,5250,12,5900,39.5,0,35.5,0.02,70,47,58.5,1
4/10/15,09:49:00.000Z,37.26584428,-121.8058425,DISCOVERY AV,GREY GHOST AV,0,1,1,DISCOVERY AV & GREY GHOST AV,25,1475,6,2900,28,0,24,0.01,70,49,59.5,1
4/15/15,18:45:00.000Z,37.25723443,-121.7989027,BLOSSOM HILL RD,SOUTH VALLEY FR,0,1,1,BLOSSOM HILL RD & SOUTH VALLEY FR,45,14200,170,31100,49.7,0,43.7,0.02,70,49,59.5,1
4/15/15,21:45:00.000Z,37.39128671,-121.865451,CAPITOL AV,SIERRA RD,2,0,0,315' south of CAPITOL AV & SIERRA RD,35,5800,27,13150,39.7,0,35.3,0.02,70,49,59.5,1
4/17/15,15:08:00.000Z,37.37008225,-121.8430265,CAPITOL AV,MCKEE RD,0,2,0,CAPITOL AV & MCKEE RD,35,18700,76,21150,40,0,36,0.05,68,50,59,1
4/18/15,13:49:00.000Z,37.3278105,-121.9320464,BASCOM AV,NAGLEE AV,0,1,1,150' east of BASCOM AV & NAGLEE AV,35,5040,19,11900,38,0,34.5,0.05,70,49,59.5,1
4/20/15,10:38:00.000Z,37.37104422,-121.8722208,COMMODORE DR,KING RD,0,1,2,COMMODORE DR & KING RD,40,6650,32,12400,41.5,0,38,0.06,71,51,61,1
4/23/15,21:04:00.000Z,37.32136911,-121.8273548,SEACLIFF WY,TULLY RD,1,0,1,SEACLIFF WY & TULLY RD,35,6000,15,6250,39.5,0,35,0.06,71,51,61,1
4/26/15,18:42:00.000Z,37.31116701,-122.0276772,BOLLINGER RD,WINDSOR ST,0,1,2,BOLLINGER RD & WINDSOR ST,35,5650,18,15700,40,0,36.5,0,73,50,61.5,1
4/29/15,11:53:00.000Z,37.38656307,-121.8605739,BERRYESSA RD,CAPITOL AV,0,1,0,171' east of BERRYESSA RD & CAPITOL AV,35,5800,27,13150,39.7,0,35.3,0.05,73,51,62,1
5/5/15,10:17:00.000Z,37.23626469,-121.9129879,BLOSSOM HILL RD,HARWOOD RD,0,1,1,BLOSSOM HILL RD & HARWOOD RD,25,5000,6,3100,31,0,28.3,0.03,74,51,62.5,1
5/8/15,08:30:00.000Z,37.34112113,-121.888523,FIFTH ST,ST JAMES ST,0,1,1,FIFTH ST & ST JAMES ST,25,800,12,5100,34,1,25,0.01,74,52,63,1
5/10/15,00:36:00.000Z,37.25457948,-121.8662421,THORNWOOD DR,WINFIELD BL,0,1,0,THORNWOOD DR & WINFIELD BL,35,2300,11,13300,39,0,36,0.01,74,51,62.5,1
5/19/15,19:19:00.000Z,37.2292911,-121.873486,MOSS OAK WY,REDMOND AV,0,2,0,MOSS OAK WY & REDMOND AV,35,12400,17,4100,39,0,35,0.01,76,53,64.5,1
5/21/15,16:39:00.000Z,37.34550534,-121.8348498,KARL ST,STORY RD,0,1,1,170' west of KARL ST & STORY RD,35,8200,196,28850,40.5,0,36.5,0.02,76,53,64.5,1
5/21/15,16:41:00.000Z,37.39778209,-121.8460147,PIEDMONT RD,ROCKPORT AV,1,0,0,PIEDMONT RD & ROCKPORT AV,35,6000,8,1500,37,0,33,0.02,76,53,64.5,1
5/27/15,18:04:00.000Z,37.29967699,-121.9829211,CLARENDON DR,SARATOGA AV,1,0,0,CLARENDON DR & SARATOGA AV,35,9300,20,11050,39,0,35,0.06,75,55,65,1
5/29/15,21:06:00.000Z,37.33617248,-121.8905789,FIRST ST,SANTA CLARA ST,0,1,1,FIRST ST & SANTA CLARA ST,20,3250,33,4300,21.5,0,19.5,0.01,76,54,65,1
6/3/15,12:44:00.000Z,37.23155338,-121.8954227,ALMADEN VALLEY DR,COLEMAN RD,0,1,0,555' east of ALMADEN VALLEY DR & COLEMAN RD,35,12400,17,4100,39,0,35,0.01,77,55,66,1
6/4/15,17:24:00.000Z,37.25972667,-121.8510548,CHYNOWETH AV,HYDE PARK DR,0,1,2,CHYNOWETH AV & HYDE PARK DR,30,2400,9,2860,37,1,30,0.01,77,55,66,1
6/6/15,07:23:00.000Z,37.35083834,-121.8270195,CAPITOL EX,STORY RD,1,0,1,CAPITOL EX & STORY RD,35,8200,196,28850,40.5,0,36.5,0.01,76,55,65.5,1
6/8/15,15:10:00.000Z,37.35059615,-121.8970511,FOURTH ST,TAYLOR ST,0,1,0,FOURTH ST & TAYLOR ST,25,1865,1,1600,25,0,22,0.01,78,54,66,1
6/8/15,06:47:00.000Z,37.22207853,-121.763239,CHELTENHAM WY,SANTA TERESA BL,1,0,0,CHELTENHAM WY & SANTA TERESA BL,45,5300,13,11650,48.3,0,43.7,0.01,78,54,66,1
6/10/15,15:52:00.000Z,37.27664891,-121.7793878,HAWKSTONE WY,SILVER CREEK VALLEY RD,0,1,0,2590' south of HAWKSTONE WY & SILVER CREEK VALLEY RD,35,2000,0,1250,39,0,34,0,78,56,67,1
6/17/15,23:00:00.000Z,37.34838405,-121.8306122,LEEWARD DR,STORY RD,0,1,0,170' west of LEEWARD DR & STORY RD,35,8350,140,20900,38,0,33.7,0,81,56,68.5,1
6/17/15,20:37:00.000Z,37.30669061,-121.9218489,LEIGH AV,SOUTHWEST EX,0,2,0,LEIGH AV & SOUTHWEST EX,40,2700,27,24400,45,0,41,0,81,56,68.5,1
6/18/15,23:17:00.000Z,37.36971462,-121.9112409,FOURTH ST,OLD BAYSHORE HW,0,1,0,FOURTH ST & OLD BAYSHORE HW,40,4450,12,6150,42,0,36,0,80,56,68,1
6/19/15,04:05:00.000Z,37.2658688,-121.8465874,BRANHAM LN,VISTAPARK DR,0,2,0,BRANHAM LN & VISTAPARK DR,35,3350,24,8250,40,0,35,0,81,57,69,1
6/20/15,19:37:00.000Z,37.36578133,-121.8387007,CAPITOL AV,MADDEN AV,1,1,0,CAPITOL AV & MADDEN AV,35,3054,30,29000,41,0,36,0,81,56,68.5,1
6/21/15,06:18:00.000Z,37.34883176,-121.8343821,CINDERELLA LN,JACKSON AV,0,1,0,CINDERELLA LN & JACKSON AV,35,8350,140,20900,38,0,33.7,0,81,56,68.5,1
6/28/15,20:47:00.000Z,37.2910942,-121.8308334,CARPENTIER WY,SENTER RD,0,1,1,385' west of CARPENTIER WY & SENTER RD,25,2100,8,2550,29.5,0,26,0,81,58,69.5,1
7/1/15,10:30:00.000Z,37.36404438,-121.9205282,AIRPORT BL,TERMINAL DR,1,0,0,AIRPORT BL & TERMINAL DR,35,4200,7,16000,39,0,36,0,83,58,70.5,1
7/5/15,00:51:00.000Z,37.31913698,-121.8764772,HUMBOLDT ST,SECOND ST,0,2,0,60' south of HUMBOLDT ST & SECOND ST,35,8034,36,13500,38.5,0,35.5,0,82,57,69.5,1
7/7/15,05:52:00.000Z,37.31141364,-121.977335,MANZANITA DR,SARATOGA AV,1,0,0,67' south of MANZANITA DR & SARATOGA AV,30,3100,8,2600,32,0,29,0,83,57,70,1
7/8/15,12:17:00.000Z,37.34405637,-121.9084857,SPRING ST,TAYLOR ST,0,1,0,SPRING ST & TAYLOR ST,35,1900,36,27500,39,0,36,0,84,57,70.5,1
7/10/15,10:46:00.000Z,37.32208738,-121.7810852,PINEGATE WY,RUBY AV,1,1,0,275' north of PINEGATE WY & RUBY AV,35,9000,37,7050,41.3,0,36,0,83,58,70.5,1
7/14/15,23:43:00.000Z,37.25809167,-121.9165784,CAMDEN AV,NELSON WY,0,1,0,CAMDEN AV & NELSON WY,40,2350,20,19700,41.5,0,37.5,0,85,59,72,1
7/18/15,23:03:00.000Z,37.34336487,-121.8123554,OCALA AV,RIDGEMONT DR,0,1,1,320' west of OCALA AV & RIDGEMONT DR,35,3600,26,20000,38,0,34.5,0,83,59,71,1
7/18/15,20:06:00.000Z,37.35530335,-121.8308566,CAPITOL AV,CAPITOL EX,0,1,0,CAPITOL AV & CAPITOL EX,35,6500,66,23300,39.7,0,35.3,0,83,59,71,1
7/25/15,17:23:00.000Z,37.36453964,-121.8268266,ROSE AV,WHITE RD,0,1,0,ROSE AV & WHITE RD,30,2400,11,3500,36,0,30,0,82,59,70.5,1
7/25/15,17:42:00.000Z,37.31620135,-121.880191,ALMADEN AV,HUMBOLDT ST,0,1,2,185' north of ALMADEN AV & HUMBOLDT ST,30,5000,50,7900,33.3,0,30,0,82,59,70.5,1
7/27/15,12:07:00.000Z,37.32311997,-121.9838495,RICHFIELD DR,STEVENS CREEK BL,0,1,0,226' west of RICHFIELD DR & STEVENS CREEK BL,30,3000,44,15000,37,0,32,0,82,58,70,1
8/2/15,22:09:00.000Z,37.2844095,-121.8200604,HELLYER AV,RIDGEBROOK WY,1,0,1,60' west of HELLYER AV & RIDGEBROOK WY,35,3100,20,6100,37,0,34,0,82,59,70.5,1
8/5/15,00:12:00.000Z,37.26298958,-121.8766921,ALMADEN EX,BRANHAM LN,0,1,1,ALMADEN EX & BRANHAM LN,40,5290,19,21000,43,0,40.3,0,82,58,70,1
8/6/15,06:56:00.000Z,37.25117468,-121.8345964,BLOSSOM HILL RD,WEST VALLEY FR,0,1,2,BLOSSOM HILL RD & WEST VALLEY FR,40,10800,188,37000,47,0,42.5,0,83,59,71,1
8/6/15,14:32:00.000Z,37.34948052,-121.8932944,JACKSON ST,SIXTH ST,0,1,2,100' west of JACKSON ST & SIXTH ST,25,3940,10,2600,31,0,27,0,83,59,71,1
8/8/15,00:11:00.000Z,37.21972279,-121.7619878,BAYLISS DR,SANTA TERESA BL,1,0,1,BAYLISS DR & SANTA TERESA BL,50,13100,14,4450,54.3,0,49.3,0,85,60,72.5,1
8/10/15,20:13:00.000Z,37.32030695,-121.8289196,ALVIN AV,TULLY RD,0,1,0,160' west of ALVIN AV & TULLY RD,30,1550,26,6850,31,0,27,0,83,59,71,1
8/15/15,10:19:00.000Z,37.3341986,-121.8514743,FELIPE AV,STORY RD,0,1,2,290' west of FELIPE AV & STORY RD,35,8200,197,17650,36.3,0,32.5,0,82,59,70.5,1
8/19/15,10:49:00.000Z,37.24581806,-121.8871065,BLOSSOM HILL RD,KOOSER RD,0,1,1,205' west of BLOSSOM HILL RD & KOOSER RD,35,10600,20,18700,42,0,37,0,80,58,69,1
8/20/15,16:33:00.000Z,37.22165055,-121.862281,ALMADEN EX,CAMDEN AV,0,1,2,240' west of ALMADEN EX & CAMDEN AV,35,4550,14,4550,39,0,35,0.02,79,58,68.5,1
8/21/15,18:29:00.000Z,37.30357533,-121.8547316,SEVENTH ST,TULLY RD,0,1,0,SEVENTH ST & TULLY RD,35,8034,36,13500,38.5,0,35.5,0,80,57,68.5,1
8/22/15,06:14:00.000Z,37.33883304,-121.84207,KING RD,MERCADO DW,1,0,1,80' north of KING RD & MERCADO DW,35,8200,197,17650,36.3,0,32.5,0,82,58,70,1
8/22/15,13:02:00.000Z,37.2264387,-121.7511624,METCALF RD,MONTEREY RD,0,1,0,51' north of METCALF RD & MONTEREY RD,45,14200,170,31100,49.7,0,43.7,0,82,58,70,1
8/22/15,18:40:00.000Z,37.26029487,-121.7836897,HELLYER AV,SILVER CREEK VALLEY RD,0,1,0,HELLYER AV & SILVER CREEK VALLEY RD,35,2000,0,1250,39,0,34,0,82,58,70,1
8/23/15,14:46:00.000Z,37.26599971,-121.8410426,BRANHAM LN,KINGSPARK DR,0,1,0,BRANHAM LN & KINGSPARK DR,35,3350,24,8250,40,0,35,0,82,58,70,1
8/27/15,13:05:00.000Z,37.32030695,-121.8289196,ALVIN AV,TULLY RD,0,1,2,140' south of ALVIN AV & TULLY RD,30,1550,26,6850,31,0,27,0,84,58,71,1
8/31/15,21:07:00.000Z,37.23557882,-121.7842154,SAN IGNACIO AV,VIA DEL ORO ,0,1,0,655' north of SAN IGNACIO AV & VIA DEL ORO ,35,3700,4,5100,38.5,0,34,0,84,59,71.5,1
8/31/15,20:43:00.000Z,37.39810799,-121.9129416,MONTAGUE EX,OTOOLE AV,0,1,2,MONTAGUE EX & OTOOLE AV,45,10360,58,29400,47.5,0,43,0,84,59,71.5,1
9/4/15,06:42:00.000Z,37.40331799,-121.890593,LUNDY AV,TRADE ZONE BL,1,0,0,150' west of LUNDY AV & TRADE ZONE BL,40,5570,116,42900,42.5,0,39,0,82,58,70,1
9/7/15,02:33:00.000Z,37.27506415,-121.8795657,ALMADEN EX,HILLSDALE AV,1,0,0,ALMADEN EX & HILLSDALE AV,40,10700,62,23900,44,0,40.7,0,83,58,70.5,1
9/7/15,17:37:00.000Z,37.3035989,-121.861191,CURTNER AV,MONTEREY RD,0,1,2,CURTNER AV & MONTEREY RD,40,7150,199,30600,42,0,38,0,83,58,70.5,1
9/7/15,23:05:00.000Z,37.22418003,-121.8599923,MEADOWOOD DR,REDMOND AV,0,1,1,155' north of MEADOWOOD DR & REDMOND AV,35,12400,17,4100,39,0,35,0,83,58,70.5,1
9/11/15,08:34:00.000Z,37.29345283,-121.8901449,LINCOLN AV,MALONE RD,0,1,0,LINCOLN AV & MALONE RD,30,3200,9,3900,32.5,0,28.5,0,82,57,69.5,1
9/13/15,05:45:00.000Z,37.36809622,-121.8922913,OAKLAND RD,SERVICE ST,1,0,0,75' south of OAKLAND RD & SERVICE ST,35,3200,35,24100,36,0,33,0.01,81,58,69.5,1
9/20/15,21:54:00.000Z,37.41393236,-121.8741688,LANEVIEW DR,MORRILL AV,1,0,2,295' north of LANEVIEW DR & MORRILL AV,30,3550,11,2500,34,1,30,0,83,56,69.5,1
9/25/15,09:34:00.000Z,37.22064175,-121.9062003,GUADALUPE MINES RD,VIA LUGANO ,1,0,0,GUADALUPE MINES RD & VIA LUGANO ,35,3000,3,2950,38,0,34,0.03,81,57,69,1
9/25/15,02:24:00.000Z,37.34365975,-121.8375767,HOPKINS DR,STORY RD,0,1,1,HOPKINS DR & STORY RD,25,4050,15,4300,29,0,26,0.03,81,57,69,1
9/29/15,12:55:00.000Z,37.23295691,-121.7798309,GREAT OAKS BL,VIA DEL ORO ,0,1,1,GREAT OAKS BL & VIA DEL ORO ,40,4920,10,11700,41,0,37,0,80,56,68,1
9/29/15,22:22:00.000Z,37.31067787,-121.9773527,SARATOGA AV,STRAWBERRY PARK DR,0,1,0,SARATOGA AV & STRAWBERRY PARK DR,30,3100,8,2600,32,0,29,0,80,56,68,1
10/3/15,20:18:00.000Z,37.32237618,-121.8259062,KING RD,TULLY RD,0,1,0,KING RD & TULLY RD,35,5400,38,11050,39.3,0,34.7,0,78,54,66,1
10/4/15,12:50:00.000Z,37.4062904,-121.8499243,INSPIRATION CT,PIEDMONT RD,1,0,0,177' south of INSPIRATION CT & PIEDMONT RD,30,8100,3,750,32.5,0,29,0.02,77,55,66,1
10/5/15,18:22:00.000Z,37.25840241,-121.8627964,CHYNOWETH AV,PEARL AV,1,0,0,CHYNOWETH AV & PEARL AV,35,2500,9,5550,38,0,34,0.01,78,54,66,1
10/10/15,15:05:00.000Z,37.32007051,-121.7953302,STEVENS LN,WHITE RD,0,1,0,STEVENS LN & WHITE RD,30,3600,8,3500,34.5,0,30.5,0.03,77,53,65,1
10/11/15,03:09:00.000Z,37.36453964,-121.8268266,ROSE AV,WHITE RD,0,1,0,ROSE AV & WHITE RD,30,2400,11,3500,36,0,30,0,76,53,64.5,1
10/11/15,01:20:00.000Z,37.33717795,-121.8884765,SANTA CLARA ST,THIRD ST,0,1,1,SANTA CLARA ST & THIRD ST,30,4300,22,13100,33.5,0,29,0,76,53,64.5,1
10/11/15,00:42:00.000Z,37.3174695,-121.8750034,FIRST ST,FLOYD ST,1,0,0,67' south of FIRST ST & FLOYD ST,25,550,5,9850,29,0,27,0,76,53,64.5,1
10/12/15,19:45:00.000Z,37.3035989,-121.861191,CURTNER AV,MONTEREY RD,0,1,1,311' east of CURTNER AV & MONTEREY RD,40,4100,17,9100,39.7,0,36,0.04,76,53,64.5,1
10/13/15,07:05:00.000Z,37.36314676,-121.8255431,FLORENCE AV,WHITE RD,1,0,1,FLORENCE AV & WHITE RD,30,2400,11,3500,36,0,30,0.09,76,53,64.5,1
10/13/15,19:35:00.000Z,37.26998268,-121.9085612,FOXWORTHY AV,GRIZILO DR,0,1,0,FOXWORTHY AV & GRIZILO DR,25,6400,2,2050,29.3,0,28,0.09,76,53,64.5,1
10/13/15,22:53:00.000Z,37.34611438,-121.8696533,SANTA CLARA ST,TWENTY SECOND ST,3,1,0,SANTA CLARA ST & TWENTY SECOND ST,25,7300,21,2600,29.7,0,27,0.09,76,53,64.5,1
10/17/15,01:53:00.000Z,37.32272442,-121.8719407,KEYES ST,SEVENTH ST,0,1,0,72' west of KEYES ST & SEVENTH ST,35,4100,103,16000,36.5,0,32,0.01,76,52,64,1
10/21/15,05:48:00.000Z,37.27926591,-121.8365175,CAPITOL EX,MONTEREY RD,1,0,1,1059' east of CAPITOL EX & MONTEREY RD,35,9700,139,11850,39.5,0,35.5,0.02,73,53,63,1
10/28/15,10:30:00.000Z,37.32237618,-121.8259062,KING RD,TULLY RD,0,1,1,134' west of KING RD & TULLY RD,35,5400,38,11050,39.3,0,34.7,0.03,71,51,61,1
10/29/15,18:20:00.000Z,37.34883176,-121.8343821,CINDERELLA LN,JACKSON AV,0,1,2,CINDERELLA LN & JACKSON AV,35,8350,140,20900,38,0,33.7,0.08,69,51,60,1
10/31/15,18:46:00.000Z,37.30570677,-121.8895236,BIRD AV,BUCHSER WY,0,1,2,BIRD AV & BUCHSER WY,15,805,0,2342,16.5,0,15,0.02,69,50,59.5,1
10/31/15,16:47:00.000Z,37.30385511,-121.9225398,DE ROSE WY,LEIGH AV,0,1,0,DE ROSE WY & LEIGH AV,35,8250,72,9950,40,0,36,0.02,69,50,59.5,1
11/1/15,07:18:00.000Z,37.32212318,-121.8845997,ALMADEN AV,VIRGINIA ST,0,1,0,ALMADEN AV & VIRGINIA ST,30,5000,50,7900,33.3,0,30,0,71,48,59.5,1
11/2/15,19:00:00.000Z,37.2756889,-121.8889217,FOXWORTHY AV,LANSFORD AV,0,1,1,200' north of FOXWORTHY AV & LANSFORD AV,25,4350,8,2200,31,0,26.5,0.01,70,48,59,1
11/3/15,07:58:00.000Z,37.24112039,-121.901654,CARTER AV,KOOSER RD,0,1,1,CARTER AV & KOOSER RD,30,3600,3,1900,32,0,27,0.01,71,49,60,1
11/4/15,14:45:00.000Z,37.23368185,-121.830571,CHOCTAW DR,SNELL AV,0,1,0,CHOCTAW DR & SNELL AV,40,5320,37,14250,42.5,0,38.5,0,70,49,59.5,1
11/5/15,19:59:00.000Z,37.32222577,-121.8729918,KEYES ST,SIXTH ST,0,1,1,KEYES ST & SIXTH ST,35,4100,103,16000,36.5,0,32,0,69,48,58.5,1
11/7/15,13:46:00.000Z,37.37376234,-121.8376034,FRANCIS DR,MCKEE RD,0,1,2,FRANCIS DR & MCKEE RD,35,8200,197,17650,36.3,0,32.5,0.05,68,49,58.5,1
11/7/15,18:33:00.000Z,37.30688266,-121.7716098,CHRISTIAN DR,DELTA RD,0,1,1,CHRISTIAN DR & DELTA RD,25,3700,7,9850,31.5,0,28.5,0.05,68,49,58.5,1
11/8/15,20:58:00.000Z,37.31672543,-121.9753466,JUNIPERO SERRA FR,SARATOGA AV,0,1,1,JUNIPERO SERRA FR & SARATOGA AV,40,7500,32,13550,44.5,0,41.5,0.09,66,48,57,1
11/9/15,03:55:00.000Z,37.22929885,-121.8703833,ALMADEN EX,REDMOND AV,1,0,0,ALMADEN EX & REDMOND AV,35,1600,13,15800,36,0,33,0.06,66,47,56.5,1
11/10/15,18:25:00.000Z,37.34699098,-121.8326603,JACKSON AV,STORY RD,0,1,1,JACKSON AV & STORY RD,35,8350,140,20900,38,0,33.7,0.13,66,49,57.5,1
11/13/15,17:43:00.000Z,37.28018572,-121.9316549,BASCOM AV,DRY CREEK RD,0,1,0,549' north of BASCOM AV & DRY CREEK RD,40,4250,56,20400,43,0,39,0.13,65,47,56,1
11/14/15,16:18:00.000Z,37.24067416,-121.8925565,BLOSSOM HILL RD,VASSAR DR,0,1,1,BLOSSOM HILL RD & VASSAR DR,35,5200,17,21000,37.7,0,33.7,0.02,64,46,55,1
11/18/15,19:00:00.000Z,37.26463694,-121.8174038,BOUGAINVILLEA DR,MONTEREY RD,0,1,0,BOUGAINVILLEA DR & MONTEREY RD,25,1475,6,2900,28,0,24,0.04,64,47,55.5,1
11/20/15,23:10:00.000Z,37.24773819,-121.9092364,CAMDEN AV,MICHON DR,0,1,0,CAMDEN AV & MICHON DR,35,4000,67,21000,37.5,0,35,0.06,63,45,54,1
11/21/15,19:42:00.000Z,37.29273394,-121.8505321,MONTECITO VISTA DR,MONTEREY RD,1,0,2,MONTECITO VISTA DR & MONTEREY RD,35,4000,12,7150,38,0,34,0.03,62,46,54,1
11/22/15,09:55:00.000Z,37.32609188,-121.8923265,GUADALUPE FR,WOZ WY,0,1,0,285' south of GUADALUPE FR & WOZ WY,25,1975,20,12100,30.5,0,27,0.03,62,46,54,1
11/22/15,19:15:00.000Z,37.32484443,-121.7870587,QUIMBY RD,REMINGTON WY,0,1,2,110' west of QUIMBY RD & REMINGTON WY,40,9000,27,15200,43.5,0,39,0.03,62,46,54,1
11/27/15,00:06:00.000Z,37.35561147,-121.8199542,STONEHEDGE WY,STORY RD,0,1,0,STONEHEDGE WY & STORY RD,30,2600,25,6150,33.5,0,29.5,0.08,60,43,51.5,1
12/3/15,07:38:00.000Z,37.32390906,-121.8982448,AUZERAIS AV,ILLINOIS AV,0,1,1,AUZERAIS AV & ILLINOIS AV,25,5950,34,5250,28.5,0,24.5,0.07,61,43,52,1
12/7/15,09:41:00.000Z,37.26029487,-121.7836897,HELLYER AV,SILVER CREEK VALLEY RD,1,0,0,HELLYER AV & SILVER CREEK VALLEY RD,35,2000,0,1250,39,0,34,0.08,61,44,52.5,1
12/7/15,12:35:00.000Z,37.34404659,-121.8648593,SAN ANTONIO ST,TWENTY FOURTH ST,0,1,0,SAN ANTONIO ST & TWENTY FOURTH ST,35,4000,43,11400,37,0,34,0.08,61,44,52.5,1
12/10/15,18:05:00.000Z,37.23810282,-121.8306356,SHAWCROFT DR,SNELL AV,1,0,0,SHAWCROFT DR & SNELL AV,40,5320,37,14250,42.5,0,38.5,0.14,60,44,52,1
12/11/15,21:51:00.000Z,37.26582582,-121.8633394,BRANHAM LN,HEPPNER LN,0,1,1,BRANHAM LN & HEPPNER LN,35,3440,8,7900,39,0,37,0.1,59,44,51.5,1
12/11/15,05:52:00.000Z,37.34236135,-121.9109257,COLEMAN AV,TAYLOR ST,1,0,1,170' west of COLEMAN AV & TAYLOR ST,35,1900,36,27500,39,0,36,0.1,59,44,51.5,1
12/12/15,08:50:00.000Z,37.32478632,-121.8223396,BRAHMS AV,TULLY RD,0,1,2,BRAHMS AV & TULLY RD,35,4082,80,17100,39.5,0,35.5,0.12,58,43,50.5,1
12/12/15,15:53:00.000Z,37.26818152,-121.7373425,HEARTLAND WY,SAN FELIPE RD,0,1,0,HEARTLAND WY & SAN FELIPE RD,35,5200,4,9250,39,0,35.5,0.12,58,43,50.5,1
12/12/15,22:17:00.000Z,37.29886732,-121.7993682,GLENGROVE WY,YERBA BUENA RD,1,0,0,GLENGROVE WY & YERBA BUENA RD,35,3600,46,22900,39,0,34,0.12,58,43,50.5,1
12/14/15,08:05:00.000Z,37.25899147,-121.8402841,CHYNOWETH AV,DUESENBURG DR,1,0,2,CHYNOWETH AV & DUESENBURG DR,40,6000,21,9750,43.5,0,39,0.13,58,44,51,1
12/15/15,17:27:00.000Z,37.36526377,-121.8501331,JACKSON AV,MCKEE RD,1,0,1,JACKSON AV & MCKEE RD,35,7530,49,15150,38.5,0,35,0.1,58,43,50.5,1
12/15/15,16:32:00.000Z,37.36289415,-121.8858217,HEDDING ST,MABURY RD,0,1,1,HEDDING ST & MABURY RD,35,2050,26,14150,41,0,37,0.1,58,43,50.5,1
12/15/15,21:30:00.000Z,37.30357533,-121.8547316,SEVENTH ST,TULLY RD,1,0,0,SEVENTH ST & TULLY RD,35,8034,36,13500,38.5,0,35.5,0.1,58,43,50.5,1
12/18/15,09:33:00.000Z,37.33482156,-121.8881485,SAN FERNANDO ST,SECOND ST,1,0,1,SAN FERNANDO ST & SECOND ST,25,8166,47,8750,29,0,25.7,0.08,59,42,50.5,1
12/18/15,22:00:00.000Z,37.29838356,-121.8690844,CURTNER AV,STONE AV,0,1,0,CURTNER AV & STONE AV,25,3520,9,3550,30,0,26,0.08,59,42,50.5,1
12/19/15,02:51:00.000Z,37.30360758,-121.8434744,FELDSPAR DR,SENTER RD,1,0,1,FELDSPAR DR & SENTER RD,30,3900,23,6250,32.5,0,29.5,0.1,58,42,50,1
12/19/15,18:40:00.000Z,37.32576439,-121.8292558,KING RD,WAVERLY AV,1,0,1,KING RD & WAVERLY AV,35,5400,38,11050,39.3,0,34.7,0.1,58,42,50,1
12/19/15,19:53:00.000Z,37.25208223,-121.9069123,BRANHAM LN,LAWSON CT,0,1,2,BRANHAM LN & LAWSON CT,30,7500,36,8500,34.7,0,31,0.1,58,42,50,1
12/21/15,22:46:00.000Z,37.2906268,-121.8303408,SENTER RD,SINGLETON RD,1,0,0,SENTER RD & SINGLETON RD,25,2100,8,2550,29.5,0,26,0.16,56,41,48.5,1
12/22/15,17:43:00.000Z,37.29931527,-121.9317022,BASCOM AV,PAMLAR AV,1,0,1,BASCOM AV & PAMLAR AV,30,5800,19,2100,33,0,29,0.11,55,40,47.5,1
12/23/15,21:40:00.000Z,37.3873583,-121.8860672,LUNDY AV,MURPHY AV,1,0,1,LUNDY AV & MURPHY AV,40,3320,22,45900,44.5,0,41,0.01,57,39,48,1
12/25/15,18:24:00.000Z,37.36417878,-121.9114632,FIRST ST,SONORA AV,0,1,1,FIRST ST & SONORA AV,40,2000,20,7500,41,0,36,0.05,57,39,48,1
12/26/15,18:13:00.000Z,37.29342558,-121.8332272,CAPITOL EX,SENTER RD,0,1,1,CAPITOL EX & SENTER RD,40,15150,187,23450,42.8,0,38.5,0.04,57,40,48.5,1
12/27/15,15:19:00.000Z,37.31591186,-121.8433174,LUCRETIA AV,SUMMERSIDE DR,0,1,1,488' south of LUCRETIA AV & SUMMERSIDE DR,35,8000,75,8050,41,0,37,0.12,57,41,49,1
1/2/16,19:08:00.000Z,37.33011919,-121.8774386,REED ST,SEVENTH ST,1,0,2,REED ST & SEVENTH ST,30,5000,50,7900,33.3,0,30,0.17,58,42,50,1
