,Accident_Date,Accident_Time,LONGITUDE,LATITUDE,AStreet,BStreet,FatalInjuries,MajorInjuries,Involving,Nearest_Intersection,SPD,LEN,ACC,VOL,F85th,LOCAL,F50th,Precip,Air max,min,obs
126,2013-10-05,08:47:00.000Z,-121.92454409999999,37.3396409,HEDDING ST,MORSE ST,0,1,2,HEDDING ST & MORSE ST,30,6100,63,13950,34.0,0,30.3,0.01,78,54,66.0
127,2013-10-06,01:50:00.000Z,-121.86656310000001,37.25041459,BLOSSOM HILL RD,WINFIELD BL,1,2,0,BLOSSOM HILL RD & WINFIELD BL,35,1880,1,5550,39.0,0,35.5,0.0,78,55,66.5
128,2013-10-06,16:40:00.000Z,-121.753743,37.27911168,MEADOWLANDS LN,SAN FELIPE RD,0,1,0,MEADOWLANDS LN & SAN FELIPE RD,35,5200,4,9250,39.0,0,35.5,0.0,78,55,66.5
129,2013-10-10,18:17:00.000Z,-121.9921013,37.32305913,LOMA LINDA DR,STEVENS CREEK BL,0,1,0,300' west of LOMA LINDA DR & STEVENS CREEK BL,40,9750,86,28200,41.0,0,36.7,0.03,77,53,65.0
130,2013-10-10,17:36:00.000Z,-121.7989027,37.25723443,BLOSSOM HILL RD,SOUTH VALLEY FR,0,1,0,BLOSSOM HILL RD & SOUTH VALLEY FR,45,14200,170,31100,49.7,0,43.7,0.03,77,53,65.0
131,2013-10-13,18:43:00.000Z,-121.84068290000002,37.35554407,CAPITOL EX,JACKSON AV,0,1,0,CAPITOL EX & JACKSON AV,35,8200,196,28850,40.5,0,36.5,0.09,76,53,64.5
132,2013-10-15,12:02:00.000Z,-121.90809679999998,37.36898445,BAYSHORE FR,OLD BAYSHORE HW,0,1,0,125' east of BAYSHORE FR & OLD BAYSHORE HW,40,2900,11,12650,41.0,0,37.0,0.02,75,52,63.5
133,2013-10-16,13:10:00.000Z,-121.8722208,37.37104422,COMMODORE DR,KING RD,0,1,2,COMMODORE DR & KING RD,40,6650,32,12400,41.5,0,38.0,0.04,74,53,63.5
134,2013-10-20,01:15:00.000Z,-121.8341514,37.28393095,CAPITOL EX,SEVEN TREES BL,1,0,1,175' west of CAPITOL EX & SEVEN TREES BL,35,9700,139,11850,39.5,0,35.5,0.04,74,53,63.5
135,2013-10-25,07:05:00.000Z,-121.7813267,37.2581872,HELLYER AV,PIERCY RD,0,1,0,330' south of HELLYER AV & PIERCY RD,35,2000,0,1250,39.0,0,34.0,0.03,72,53,62.5
136,2013-11-08,21:59:00.000Z,-121.93062520000001,37.27974171,DRY CREEK RD,PAULINE DR,0,1,0,DRY CREEK RD & PAULINE DR,25,10520,12,1850,29.7,0,28.3,0.09,66,48,57.0
137,2013-11-09,23:17:00.000Z,-121.87763490000002,37.320031400000005,FIRST ST,GOODYEAR ST,0,2,2,FIRST ST & GOODYEAR ST,25,550,5,9850,29.0,0,27.0,0.06,66,47,56.5
138,2013-11-09,21:44:00.000Z,-121.8574722,37.33017413,LUCRETIA AV,STORY RD,0,1,1,LUCRETIA AV & STORY RD,35,8000,75,8050,41.0,0,37.0,0.06,66,47,56.5
139,2013-11-11,08:16:00.000Z,-121.95013090000002,37.31609336,MOORPARK AV,WINCHESTER BL,0,1,2,MOORPARK AV & WINCHESTER BL,40,2800,41,24600,41.0,0,38.0,0.08,66,47,56.5
140,2013-11-22,14:05:00.000Z,-121.76170320000001,37.18224252,BAILEY AV,MCKEAN RD,0,1,0,1584' south of BAILEY AV & MCKEAN RD,35,5000,3,3500,41.0,0,37.0,0.03,62,46,54.0
141,2013-11-22,23:33:00.000Z,-121.9174206,37.31070954,FRUITDALE AV,SOUTHWEST EX,0,1,0,892' north of FRUITDALE AV & SOUTHWEST EX,30,850,7,8250,31.0,0,28.0,0.03,62,46,54.0
142,2013-11-24,01:48:00.000Z,-121.8860416,37.33583663,FOURTH ST,SAN FERNANDO ST,0,2,0,600' south of FOURTH ST & SAN FERNANDO ST,25,1500,21,6350,26.0,0,23.0,0.09,61,44,52.5
143,2013-11-24,13:59:00.000Z,-121.884593,37.32019846,OAK ST,VINE ST,1,0,1,OAK ST & VINE ST,30,2000,47,17000,33.0,0,30.0,0.09,61,44,52.5
144,2013-11-24,19:58:00.000Z,-121.82931509999999,37.36725298,HYLAND AV,WHITE RD,1,0,1,HYLAND AV & WHITE RD,30,2400,11,3500,36.0,0,30.0,0.09,61,44,52.5
145,2013-11-25,14:52:00.000Z,-121.8172926,37.24107777,CALERO AV,LEAN AV,0,1,2,458' north of CALERO AV & LEAN AV,35,7730,17,3900,37.3,0,33.7,0.07,61,44,52.5
146,2013-11-25,22:47:00.000Z,-121.8701071,37.31257391,MONTEREY RD,SAN JOSE AV,1,0,1,MONTEREY RD & SAN JOSE AV,25,3000,31,6350,30.5,0,27.5,0.07,61,44,52.5
147,2013-11-26,17:47:00.000Z,-121.9034267,37.33540578,JULIAN ST,MONTGOMERY ST,0,1,0,JULIAN ST & MONTGOMERY ST,30,3100,46,11200,35.0,0,30.0,0.08,61,43,52.0
148,2013-11-28,00:02:00.000Z,-121.74057549999999,37.2175236,COYOTE RANCH RD,MONTEREY RD,0,1,0,338' south of COYOTE RANCH RD & MONTEREY RD,45,14200,170,31100,49.7,0,43.7,0.08,60,43,51.5
149,2013-12-01,17:20:00.000Z,-121.9237648,37.31638983,LEIGH AV,MOORPARK AV,0,1,1,LEIGH AV & MOORPARK AV,35,8250,72,9950,40.0,0,36.0,0.07,61,43,52.0
150,2013-12-01,02:01:00.000Z,-121.8690844,37.29838356,CURTNER AV,STONE AV,0,1,0,CURTNER AV & STONE AV,25,3520,9,3550,30.0,0,26.0,0.07,61,43,52.0
151,2013-12-03,18:54:00.000Z,-121.8465874,37.2658688,BRANHAM LN,VISTAPARK DR,1,0,2,BRANHAM LN & VISTAPARK DR,35,3350,24,8250,40.0,0,35.0,0.07,61,43,52.0
152,2013-12-06,20:41:00.000Z,-121.8111801,37.27728336,ADAGIO WY,COYOTE RD,0,3,0,ADAGIO WY & COYOTE RD,25,1870,9,6600,31.5,0,28.0,0.07,61,45,53.0
153,2013-12-15,21:27:00.000Z,-121.94334199999999,37.32336326,MONROE ST,STEVENS CREEK BL,0,1,1,200' west of MONROE ST & STEVENS CREEK BL,30,2075,8,6100,34.5,0,31.0,0.1,58,43,50.5
154,2013-12-15,19:32:00.000Z,-121.8080817,37.31143755,ABORN RD,CAPITOL EX,0,1,1,ABORN RD & CAPITOL EX,35,14500,300,23900,37.8,0,34.0,0.1,58,43,50.5
155,2013-12-16,10:24:00.000Z,-121.8823158,37.28287943,ALMADEN EX,KOCH LN,0,1,0,ALMADEN EX & KOCH LN,25,4365,9,3000,29.5,0,26.5,0.05,59,41,50.0
156,2013-12-17,02:50:00.000Z,-121.8690844,37.29838356,CURTNER AV,STONE AV,0,1,0,CURTNER AV & STONE AV,25,3520,9,3550,30.0,0,26.0,0.06,59,41,50.0
157,2013-12-20,19:00:00.000Z,-121.8684342,37.31088714,BARNARD AV,MONTEREY RD,1,0,1,255' south of BARNARD AV & MONTEREY RD,25,2010,2,1550,28.5,0,23.5,0.1,57,41,49.0
158,2013-12-24,13:17:00.000Z,-121.8186966,37.29298522,THORNDALE CT,TUERS RD,0,1,1,396' east of THORNDALE CT & TUERS RD,25,3615,6,1100,29.0,0,25.5,0.04,57,40,48.5
159,2013-12-24,23:41:00.000Z,-121.8523966,37.39728755,MAUNA KEA LN,SIERRA RD,0,1,1,MAUNA KEA LN & SIERRA RD,35,2580,6,1100,38.0,0,32.5,0.04,57,40,48.5
160,2013-12-29,04:38:00.000Z,-121.8999759,37.38856428,FOX LN,OAKLAND RD,0,1,0,104' north of FOX LN & OAKLAND RD,30,2170,3,4400,33.0,0,30.0,0.23,56,42,49.0
161,2014-01-01,01:53:00.000Z,-121.7597253,37.28294484,SAN FELIPE RD,SCENIC MEADOW LN,0,1,0,805' north of SAN FELIPE RD & SCENIC MEADOW LN,35,5200,4,9250,39.0,0,35.5,0.15,58,42,50.0
162,2014-01-02,18:20:00.000Z,-121.8962342,37.30428273,BLEWETT AV,MINNESOTA AV,0,1,1,BLEWETT AV & MINNESOTA AV,25,2600,8,3500,31.0,1,25.0,0.17,58,42,50.0
163,2014-01-06,20:01:00.000Z,-121.90786840000001,37.34101003,COLEMAN AV,HOBSON ST,0,1,0,95' south of COLEMAN AV & HOBSON ST,35,1900,36,27500,39.0,0,36.0,0.06,57,41,49.0
164,2014-01-07,18:55:00.000Z,-121.84016059999999,37.30013353,BALFOUR DR,SENTER RD,0,1,1,BALFOUR DR & SENTER RD,40,15150,187,23450,42.8,0,38.5,0.12,58,42,50.0
165,2014-01-09,17:50:00.000Z,-121.9040138,37.30116977,CHERRY AV,MINNESOTA AV,0,1,1,CHERRY AV & MINNESOTA AV,25,6500,5,1000,27.5,0,24.0,0.11,59,44,51.5
166,2014-01-09,20:32:00.000Z,-121.9034895,37.23906275,CAMDEN AV,CLOVIS AV,0,1,0,78' north of CAMDEN AV & CLOVIS AV,35,5480,16,11550,40.0,0,36.0,0.11,59,44,51.5
167,2014-01-10,06:30:00.000Z,-121.6888507,37.16744225,LIVE OAK AV,MONTEREY RD,0,1,0,LIVE OAK AV & MONTEREY RD,45,10240,103,39950,47.0,0,42.0,0.11,58,43,50.5
168,2014-01-11,18:22:00.000Z,-121.7943842,37.33677365,TULLY RD,VISTA VERDE DR,1,0,1,TULLY RD & VISTA VERDE DR,25,2900,5,2200,32.0,1,25.0,0.04,58,42,50.0
169,2014-01-12,23:00:00.000Z,-121.91159259999999,37.32601407,PARK AV,RACE ST,0,1,2,PARK AV & RACE ST,25,920,4,2900,28.0,0,25.0,0.09,58,41,49.5
170,2014-01-17,01:08:00.000Z,-121.8868751,37.32961258,MARKET ST,SAN SALVADOR ST,0,1,0,MARKET ST & SAN SALVADOR ST,20,5500,55,8000,25.5,0,23.0,0.07,59,42,50.5
171,2014-01-18,02:32:00.000Z,-121.87038329999999,37.22929885,ALMADEN EX,REDMOND AV,1,0,0,ALMADEN EX & REDMOND AV,35,1600,13,15800,36.0,0,33.0,0.1,60,43,51.5
172,2014-01-22,15:35:00.000Z,-121.8970265,37.35641035,HEDDING ST,SEVENTH ST,0,1,2,HEDDING ST & SEVENTH ST,25,8093,38,2600,29.3,0,26.0,0.13,58,42,50.0
173,2014-01-22,20:32:00.000Z,-121.87603270000001,37.25698506,ALMADEN EX,WEST VALLEY FR,0,1,0,ALMADEN EX & WEST VALLEY FR,35,13450,54,7200,37.3,0,33.3,0.13,58,42,50.0
174,2014-01-25,07:13:00.000Z,-121.82348859999999,37.2823926,EL CAJON DR,SENTER RD,0,1,0,105' north of EL CAJON DR & SENTER RD,30,4700,23,3100,32.0,0,28.0,0.09,60,43,51.5
175,2014-01-28,06:39:00.000Z,-121.8308334,37.2910942,CARPENTIER WY,SENTER RD,0,1,0,150' north of CARPENTIER WY & SENTER RD,25,2100,8,2550,29.5,0,26.0,0.06,60,44,52.0
176,2014-01-28,22:31:00.000Z,-121.8277084,37.28761069,SENTER RD,SYLVANDALE AV,0,1,0,163' east of SENTER RD & SYLVANDALE AV,30,1850,17,9025,34.0,0,31.0,0.06,60,44,52.0
177,2014-01-28,08:25:00.000Z,-121.8402185,37.31279212,LUCRETIA AV,TULLY RD,0,1,1,LUCRETIA AV & TULLY RD,35,8000,75,8050,41.0,0,37.0,0.06,60,44,52.0
178,2014-02-01,02:11:00.000Z,-121.84961340000001,37.26560409,BRANHAM LN,WELLINGTON PARK DR,1,1,0,BRANHAM LN & WELLINGTON PARK DR,35,3350,24,8250,40.0,0,35.0,0.02,61,43,52.0
179,2014-02-04,07:55:00.000Z,-121.96878629999999,37.30833232,NOTTINGHAM PL,WILLIAMS RD,0,1,0,NOTTINGHAM PL & WILLIAMS RD,30,2600,3,1600,31.0,0,27.0,0.09,62,43,52.5
180,2014-02-05,15:13:00.000Z,-122.00338629999999,37.323005,STERN AV,STEVENS CREEK BL,0,1,2,245' south of STERN AV & STEVENS CREEK BL,40,9750,86,28200,41.0,0,36.7,0.02,61,44,52.5
181,2014-02-06,18:57:00.000Z,-121.7675699,37.23482217,MONTEREY RD,RODLING WY,0,1,0,MONTEREY RD & RODLING WY,45,14200,170,31100,49.7,0,43.7,0.1,61,44,52.5
182,2014-02-09,03:35:00.000Z,-121.83110049999999,37.265984499999995,BRANHAM LN,SNELL AV,1,0,0,BRANHAM LN & SNELL AV,40,8070,32,19050,43.7,0,40.3,0.1,61,45,53.0
183,2014-02-21,20:25:00.000Z,-121.8656394,37.32577366,KEYES ST,SENTER RD,0,1,1,174' west of KEYES ST & SENTER RD,35,4100,103,16000,36.5,0,32.0,0.12,65,47,56.0
184,2014-02-25,23:15:00.000Z,-121.9026489,37.39918394,ATTEBERRY LN,OAKLAND RD,0,1,0,414' north of ATTEBERRY LN & OAKLAND RD,40,3320,22,45900,44.5,0,41.0,0.14,64,46,55.0
185,2014-03-05,21:00:00.000Z,-121.8785979,37.27305942,ALMADEN EX,CHARD DR,1,0,1,ALMADEN EX & CHARD DR,25,4375,1,2050,29.7,0,27.0,0.12,63,47,55.0
186,2014-03-05,20:57:00.000Z,-121.8308509,37.25129318,BLOSSOM HILL RD,SNELL AV,0,1,0,BLOSSOM HILL RD & SNELL AV,40,10800,188,37000,47.0,0,42.5,0.12,63,47,55.0
187,2014-03-09,01:37:00.000Z,-121.86775130000001,37.34700468,SANTA CLARA ST,TWENTY FOURTH ST,1,2,0,148' east of SANTA CLARA ST & TWENTY FOURTH ST,25,7300,21,2600,29.7,0,27.0,0.11,65,46,55.5
188,2014-03-15,17:15:00.000Z,-121.9038095,37.24014065,CAMDEN AV,KOOSER RD,0,1,0,CAMDEN AV & KOOSER RD,35,5480,16,11550,40.0,0,36.0,0.12,67,46,56.5
189,2014-03-16,16:52:00.000Z,-121.73010090000001,37.20762421,BAILEY RD,MONTEREY RD,1,0,0,BAILEY RD & MONTEREY RD,45,10240,103,39950,47.0,0,42.0,0.06,67,48,57.5
190,2014-03-16,00:54:00.000Z,-121.86234950000001,37.34957123,BAYSHORE FR,SANTA CLARA ST,0,1,0,60' south of BAYSHORE FR & SANTA CLARA ST,25,7300,21,2600,29.7,0,27.0,0.06,67,48,57.5
191,2014-03-18,01:23:00.000Z,-121.858604,37.318298,PHELAN AV,SENTER RD,0,1,0,PHELAN AV & SENTER RD,25,4830,19,7950,29.5,0,26.5,0.03,68,48,58.0
192,2014-03-30,01:28:00.000Z,-121.8784838,37.31063592,ALMADEN EX,SHADOW RUN DR,0,1,0,205' north of ALMADEN EX & SHADOW RUN DR,40,2100,33,20200,42.0,0,38.0,0.01,70,47,58.5
193,2014-04-01,13:52:00.000Z,-121.8256746,37.23747435,PINELAND AV,SANTA TERESA BL,0,2,1,PINELAND AV & SANTA TERESA BL,40,5320,37,14250,42.5,0,38.5,0.03,68,47,57.5
194,2014-04-05,22:35:00.000Z,-121.9383862,37.32333298,NIMITZ FR,STEVENS CREEK BL,0,1,1,NIMITZ FR & STEVENS CREEK BL,30,2075,8,6100,34.5,0,31.0,0.03,69,47,58.0
195,2014-04-06,01:44:00.000Z,-121.89758119999999,37.26987986,CORTE DEL ARBOL ,HILLSDALE AV,0,1,1,194' east of CORTE DEL ARBOL  & HILLSDALE AV,35,4950,36,15700,39.0,0,35.5,0.03,69,49,59.0
196,2014-04-09,01:55:00.000Z,-121.8341514,37.28393095,CAPITOL EX,SEVEN TREES BL,1,0,1,CAPITOL EX & SEVEN TREES BL,30,2300,21,4800,34.0,0,29.0,0.02,70,47,58.5
197,2014-04-13,00:54:00.000Z,-121.95013090000002,37.31609336,MOORPARK AV,WINCHESTER BL,0,1,1,96' north of MOORPARK AV & WINCHESTER BL,40,2800,41,24600,41.0,0,38.0,0.06,71,48,59.5
198,2014-04-17,00:06:00.000Z,-121.8749393,37.24261092,ALMADEN EX,COLEMAN RD,1,1,0,ALMADEN EX & COLEMAN RD,40,4350,29,21300,44.0,0,40.0,0.05,68,50,59.0
199,2014-04-26,15:25:00.000Z,-121.8263611,37.38107651,MCKEE RD,TOYON AV,1,0,0,446' north of MCKEE RD & TOYON AV,35,8200,197,17650,36.3,0,32.5,0.0,73,50,61.5
200,2014-04-27,22:33:00.000Z,-121.77917,37.23646578,LAS COLINAS DR,SAN IGNACIO AV,0,1,1,556' north of LAS COLINAS DR & SAN IGNACIO AV,40,1850,6,17600,42.0,0,36.0,0.04,74,50,62.0
201,2014-04-28,10:33:00.000Z,-121.85914609999999,37.35640022,KING RD,ST JAMES ST,1,0,1,KING RD & ST JAMES ST,40,13100,281,29500,41.3,0,37.3,0.05,72,51,61.5
202,2014-04-29,23:58:00.000Z,-121.9800659,37.30285203,DOYLE RD,SARATOGA AV,0,1,0,DOYLE RD & SARATOGA AV,35,4800,8,9000,37.0,0,34.0,0.05,73,51,62.0
203,2014-04-30,02:13:00.000Z,-121.80845359999998,37.32386015,CAPITOL EX,QUIMBY RD,0,1,0,CAPITOL EX & QUIMBY RD,35,4082,80,17100,39.5,0,35.5,0.03,73,50,61.5
204,2014-05-01,20:39:00.000Z,-121.92858390000002,37.354703,COLEMAN AV,FMC DRWAY ,1,0,0,276' south of COLEMAN AV & FMC DRWAY ,35,7200,7,14450,41.0,0,37.0,0.02,73,51,62.0
205,2014-05-01,19:20:00.000Z,-121.8489486,37.35164087,MCCREERY AV,SAN ANTONIO ST,0,1,2,70' south of MCCREERY AV & SAN ANTONIO ST,35,4000,43,11400,37.0,0,34.0,0.02,73,51,62.0
206,2014-05-02,16:09:00.000Z,-121.9448632,37.40922508,FIRST ST,TASMAN DR,1,1,0,FIRST ST & TASMAN DR,35,5000,15,13600,39.5,0,36.0,0.02,73,52,62.5
207,2014-05-16,17:08:00.000Z,-121.84527460000001,37.27497051,CAPITOL EX,ROSENBAUM AV,1,0,1,139' west of CAPITOL EX & ROSENBAUM AV,35,2600,3,3650,37.0,0,33.0,0.06,74,52,63.0
208,2014-05-21,21:39:00.000Z,-121.9304798,37.31069236,DEL MAR AV,FRUITDALE AV,0,1,1,118' west of DEL MAR AV & FRUITDALE AV,35,5200,68,12150,37.5,0,33.5,0.02,76,53,64.5
209,2014-06-01,00:01:00.000Z,-121.8901449,37.29345283,LINCOLN AV,MALONE RD,0,1,0,LINCOLN AV & MALONE RD,30,3200,9,3900,32.5,0,28.5,0.0,81,56,68.5
210,2014-06-03,11:02:00.000Z,-121.73734250000001,37.26818152,HEARTLAND WY,SAN FELIPE RD,1,0,0,350' south of HEARTLAND WY & SAN FELIPE RD,35,5200,4,9250,39.0,0,35.5,0.01,77,55,66.0
211,2014-06-05,23:32:00.000Z,-121.85428590000002,37.28021781,HILLSDALE AV,VISTAPARK DR,0,1,0,HILLSDALE AV & VISTAPARK DR,35,2600,3,3650,37.0,0,33.0,0.01,77,56,66.5
212,2014-06-11,21:05:00.000Z,-121.8716008,37.22211732,CAMDEN AV,LITTLE FALLS DR,1,0,0,CAMDEN AV & LITTLE FALLS DR,35,1600,13,15800,36.0,0,33.0,0.0,77,55,66.0
213,2014-06-15,21:30:00.000Z,-121.810848,37.30713475,CAPITOL EX,SILVER CREEK RD,1,0,1,300' east of CAPITOL EX & SILVER CREEK RD,35,3800,57,8600,39.0,0,35.7,0.0,81,57,69.0
214,2014-06-16,06:54:00.000Z,-121.882944,37.36612543,BERRYESSA RD,COMMERCIAL ST,1,0,0,BERRYESSA RD & COMMERCIAL ST,35,3200,35,24100,36.0,0,33.0,0.03,81,56,68.5
215,2014-06-20,22:23:00.000Z,-121.8220372,37.35930132,WHITE RD,WOODHAVEN DR,0,1,0,97' south of WHITE RD & WOODHAVEN DR,30,2400,11,3500,36.0,0,30.0,0.0,81,56,68.5
216,2014-06-22,21:04:00.000Z,-121.9276761,37.30132381,SOUTHWEST EX,STOKES ST,1,0,1,SOUTHWEST EX & STOKES ST,40,7400,33,10600,43.0,0,38.3,0.0,83,57,70.0
217,2014-06-23,21:57:00.000Z,-121.90269369999999,37.31070086,BROADWAY AV,LINCOLN AV,0,1,1,BROADWAY AV & LINCOLN AV,30,3775,19,11300,32.5,0,29.5,0.0,81,57,69.0
218,2014-06-27,19:35:00.000Z,-121.92494939999999,37.32348635,HESTER AV,SAN CARLOS ST,0,1,2,HESTER AV & SAN CARLOS ST,15,2100,11,3200,0.0,0,0.0,0.0,83,59,71.0
219,2014-06-29,18:45:00.000Z,-121.90429240000002,37.32388041,MCEVOY ST,SAN CARLOS ST,0,1,2,MCEVOY ST & SAN CARLOS ST,35,2180,18,6250,39.0,0,35.0,0.01,80,58,69.0
220,2014-07-03,20:16:00.000Z,-121.91938459999999,37.31626779,COLLEGE DR,MOORPARK AV,0,1,1,COLLEGE DR & MOORPARK AV,35,2960,56,23700,39.5,0,33.5,0.0,82,58,70.0
221,2014-07-09,02:56:00.000Z,-121.7937117,37.23661227,MIYUKI AV,SANTA TERESA BL,1,0,0,MIYUKI AV & SANTA TERESA BL,25,2290,0,500,28.0,0,24.5,0.0,83,58,70.5
222,2014-07-15,07:25:00.000Z,-121.8637381,37.378917200000004,JACKSON AV,PORT WY,1,0,1,100' south of JACKSON AV & PORT WY,35,7530,49,15150,38.5,0,35.0,0.0,85,59,72.0
223,2014-07-17,00:06:00.000Z,-121.8843195,37.29104346,CELESTINE AV,CURTNER AV,0,1,0,CELESTINE AV & CURTNER AV,35,5700,23,15100,38.0,0,34.5,0.0,83,59,71.0
224,2014-07-21,21:37:00.000Z,-121.87038329999999,37.22929885,ALMADEN EX,REDMOND AV,0,1,0,ALMADEN EX & REDMOND AV,35,1600,13,15800,36.0,0,33.0,0.0,81,59,70.0
225,2014-07-22,10:31:00.000Z,-121.93913219999999,37.41820406,HOLGER WY,ZANKER RD,0,1,0,898' west of HOLGER WY & ZANKER RD,35,3450,6,8550,39.5,0,36.0,0.0,81,59,70.0
226,2014-07-26,02:17:00.000Z,-121.8148487,37.28023269,PALISADE DR,RIVER FALLS DR,1,0,0,67' south of PALISADE DR & RIVER FALLS DR,35,3100,20,6100,37.0,0,34.0,0.0,83,58,70.5
227,2014-07-29,00:46:00.000Z,-121.779352,37.24123064,GREAT OAKS BL,WEST VALLEY FR,1,0,1,51' west of GREAT OAKS BL & WEST VALLEY FR,40,4920,10,11700,41.0,0,37.0,0.0,81,58,69.5
228,2014-08-01,02:00:00.000Z,-121.87249369999999,37.29512544,CURTNER AV,GUADALUPE FR,0,2,0,CURTNER AV & GUADALUPE FR,30,800,8,2250,31.0,0,28.0,0.0,83,58,70.5
229,2014-08-04,00:41:00.000Z,-121.88979509999999,37.39177241,LUNDY AV,MCKAY DR,0,1,1,LUNDY AV & MCKAY DR,40,5570,116,42900,42.5,0,39.0,0.0,82,59,70.5
230,2014-08-08,14:47:00.000Z,-121.8244148,37.3208015,BURDETTE DR,KING RD,1,0,1,261' west of BURDETTE DR & KING RD,35,5400,38,11050,39.3,0,34.7,0.0,85,60,72.5
231,2014-08-16,15:15:00.000Z,-121.82901070000001,37.27245836,MONTEREY RD,SKYWAY DR,0,1,0,814' north of MONTEREY RD & SKYWAY DR,35,1925,9,8700,39.0,0,34.0,0.0,83,58,70.5
232,2014-08-17,21:51:00.000Z,-121.84016059999999,37.30013353,BALFOUR DR,SENTER RD,1,0,2,BALFOUR DR & SENTER RD,40,15150,187,23450,42.8,0,38.5,0.0,82,58,70.0
233,2014-08-17,21:28:00.000Z,-121.8200668,37.34074263,CAPITOL EX,OCALA AV,0,3,0,CAPITOL EX & OCALA AV,35,5400,38,11050,39.3,0,34.7,0.0,82,58,70.0
234,2014-08-18,20:15:00.000Z,-121.8395256,37.29945059,OLDHAM WY,SENTER RD,1,0,1,64' south of OLDHAM WY & SENTER RD,40,15150,187,23450,42.8,0,38.5,0.0,80,58,69.0
235,2014-08-20,08:15:00.000Z,-121.89916240000001,37.35539566,FIFTH ST,HEDDING ST,0,1,0,FIFTH ST & HEDDING ST,25,800,12,5100,34.0,1,25.0,0.02,79,58,68.5
236,2014-08-26,13:40:00.000Z,-121.91300770000001,37.34425712,COLEMAN AV,EMORY ST,0,1,0,COLEMAN AV & EMORY ST,35,1900,36,27500,39.0,0,36.0,0.0,82,58,70.0
237,2014-08-28,02:12:00.000Z,-121.85888359999998,37.25283731,SANTA TERESA BL,THORNWOOD DR,0,1,0,SANTA TERESA BL & THORNWOOD DR,35,2300,11,13300,39.0,0,36.0,0.0,85,59,72.0
238,2014-08-28,20:08:00.000Z,-121.992282,37.30972575,CASTLEWOOD DR,MOORPARK AV,0,1,2,CASTLEWOOD DR & MOORPARK AV,35,12800,45,7300,39.3,0,35.7,0.0,85,59,72.0
239,2014-08-30,17:18:00.000Z,-121.90621780000001,37.32622722,PARK AV,SUNOL ST,0,1,0,PARK AV & SUNOL ST,25,920,4,2900,28.0,0,25.0,0.0,81,59,70.0
240,2014-08-31,20:55:00.000Z,-121.9873193,37.32310067,ALBANY DR,STEVENS CREEK BL,1,0,0,ALBANY DR & STEVENS CREEK BL,30,3000,44,15000,37.0,0,32.0,0.0,84,59,71.5
241,2014-09-03,21:23:00.000Z,-121.85639270000001,37.41592681,CROPLEY AV,PIEDMONT RD,0,2,0,CROPLEY AV & PIEDMONT RD,35,8700,47,13850,40.0,0,36.0,0.0,82,58,70.0
242,2014-09-05,20:00:00.000Z,-121.8237983,37.2988016,CAPITOL EX,TUERS RD,1,0,2,981' west of CAPITOL EX & TUERS RD,30,5000,13,1950,32.5,0,28.5,0.0,83,58,70.5
243,2014-09-11,13:25:00.000Z,-121.87603270000001,37.25698506,ALMADEN EX,WEST VALLEY FR,0,1,0,ALMADEN EX & WEST VALLEY FR,35,13450,54,7200,37.3,0,33.3,0.0,82,57,69.5
244,2014-09-14,04:28:00.000Z,-121.8538298,37.39079893,BERRYESSA RD,SUMMERWINGS CT,0,1,0,60' east of BERRYESSA RD & SUMMERWINGS CT,35,11050,54,12650,38.7,0,35.7,0.0,79,58,68.5
245,2014-09-16,01:16:00.000Z,-121.8075547,37.2519814,BLOSSOM HILL RD,POUGHKEEPSIE RD,1,0,0,BLOSSOM HILL RD & POUGHKEEPSIE RD,35,1100,22,14800,37.0,0,33.0,0.02,79,56,67.5
246,2014-09-16,16:15:00.000Z,-121.85891229999999,37.25480531,SANTA TERESA BL,WEST VALLEY FR,0,1,2,SANTA TERESA BL & WEST VALLEY FR,40,20000,120,22100,45.0,0,40.5,0.02,79,56,67.5
247,2014-09-16,21:30:00.000Z,-121.9218489,37.30669061,LEIGH AV,SOUTHWEST EX,0,1,1,510' south of LEIGH AV & SOUTHWEST EX,40,2700,27,24400,45.0,0,41.0,0.02,79,56,67.5
248,2014-09-17,19:59:00.000Z,-121.86119099999999,37.3035989,CURTNER AV,MONTEREY RD,0,1,1,663' east of CURTNER AV & MONTEREY RD,40,4100,17,9100,39.7,0,36.0,0.01,80,57,68.5
249,2014-09-22,00:41:00.000Z,-121.86119099999999,37.3035989,CURTNER AV,MONTEREY RD,0,1,1,192' north of CURTNER AV & MONTEREY RD,40,4100,17,9100,39.7,0,36.0,0.02,82,57,69.5
250,2014-09-24,00:30:00.000Z,-121.8273548,37.32136911,SEACLIFF WY,TULLY RD,1,0,1,SEACLIFF WY & TULLY RD,35,6000,15,6250,39.5,0,35.0,0.02,80,57,68.5
251,2014-09-28,21:30:00.000Z,-121.82901070000001,37.27245836,MONTEREY RD,SKYWAY DR,0,1,0,MONTEREY RD & SKYWAY DR,35,1925,9,8700,39.0,0,34.0,0.01,79,56,67.5
252,2014-10-01,20:25:00.000Z,-121.8508144,37.23878711,CAHALAN AV,SANTA TERESA BL,0,1,0,CAHALAN AV & SANTA TERESA BL,35,4400,10,5650,38.5,0,34.5,0.02,77,56,66.5
